dataset,example_id,partition,question_type,annotated_hops,graph_type,seed,node_id,role,annotated_step,semantic_best_rank,lexical_rank,winning_facet,winning_scale,winning_token_start,winning_token_end,winning_question_offset,winning_decoded_span,target_score,best_distractor_score,oracle_margin,facet_count,score_seconds,winning_relative_midpoint,winning_position_bin,winning_hidden_norm,winning_top_parent_score,winning_top_parent_margin,winning_parent_score_entropy,winning_normalized_parent_score_entropy,question_tokens,selector_feature_scope
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,comparison,1,independent,37,1,root,1,1,2,0,global,38,39,28,Are both Eastern Samar State University and Lyceum-Northwestern University located in the same country?,-0.5028750896453857,-0.529899537563324,0.027024447917938232,75,0.0018070000223815441,1.425,late,317.04974365234375,-0.5029296875,0.02685546875,1.9441465139389038,0.9990937113761902,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,comparison,1,independent,53,0,root,1,5,1,9,1,18,19,8,ce,-0.14903680980205536,0.05936111509799957,-0.20839792490005493,75,0.001754900033120066,0.425,middle,453.3539733886719,0.059356689453125,0.09869384765625,1.9424426555633545,0.9982180595397949,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,comparison,1,independent,53,1,root,1,2,2,0,global,38,39,28,Are both Eastern Samar State University and Lyceum-Northwestern University located in the same country?,-0.22359821200370789,0.09376905858516693,-0.3173672705888748,75,0.001754900033120066,1.425,late,317.04974365234375,0.09375,0.3173828125,1.9269421100616455,0.9902523756027222,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,comparison,1,independent,71,0,root,1,4,1,9,1,18,19,8,ce,-0.04516436159610748,-0.023258913308382034,-0.02190544828772545,75,0.0018124000052921474,0.425,middle,453.3539733886719,-0.02325439453125,0.00701904296875,1.9456843137741089,0.9998839497566223,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,comparison,1,independent,71,1,root,1,1,2,0,global,38,39,28,Are both Eastern Samar State University and Lyceum-Northwestern University located in the same country?,-0.24963365495204926,-0.27913209795951843,0.029498443007469177,75,0.0018124000052921474,1.425,late,317.04974365234375,-0.2496337890625,0.0294189453125,1.9419207572937012,0.9979498982429504,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,11,0,root,1,1,1,22,2,12,14,2,movies Cock,-0.20010244846343994,-0.21261608600616455,0.01251363754272461,70,0.003188900009263307,0.15789473684210525,early,325.8606262207031,-0.2000732421875,0.0125732421875,1.7882659435272217,0.9980502128601074,19,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,11,1,root,1,1,1,0,global,37,38,27,"Did the movies Cock Of The Roost and Nobody'S Perfect, originate from the same country?",-0.003880217671394348,-0.019240662455558777,0.015360444784164429,70,0.003188900009263307,1.4473684210526316,late,322.99847412109375,-0.003879547119140625,0.015361785888671875,1.7829123735427856,0.9950623512268066,19,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,23,0,root,1,1,1,4,1,13,14,3,Cock,0.19612343609333038,0.14399228990077972,0.05213114619255066,70,0.0022391999955289066,0.18421052631578946,early,428.28790283203125,0.1961669921875,0.0521240234375,1.787785291671753,0.9977819323539734,19,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,23,1,root,1,1,1,0,global,37,38,27,"Did the movies Cock Of The Roost and Nobody'S Perfect, originate from the same country?",0.41975295543670654,0.049672968685626984,0.37007998675107956,70,0.0022391999955289066,1.4473684210526316,late,322.99847412109375,0.419677734375,0.2579345703125,1.7683056592941284,0.9869101643562317,19,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,37,0,root,1,3,1,18,1,27,28,17,country,-0.2179993987083435,-0.042244747281074524,-0.17575465142726898,70,0.0018464000313542783,0.9210526315789473,late,318.349365234375,-0.042236328125,0.05157470703125,1.7879104614257812,0.9978517889976501,19,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,37,1,root,1,1,1,0,global,37,38,27,"Did the movies Cock Of The Roost and Nobody'S Perfect, originate from the same country?",-0.30892854928970337,-0.33220410346984863,0.023275554180145264,70,0.0018464000313542783,1.4473684210526316,late,322.99847412109375,-0.308837890625,0.0234375,1.7851107120513916,0.9962892532348633,19,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,53,0,root,1,2,1,4,1,13,14,3,Cock,-0.021413352340459824,0.062198542058467865,-0.08361189439892769,70,0.0017800999921746552,0.18421052631578946,early,428.28790283203125,0.06219482421875,0.0836029052734375,1.7893972396850586,0.9986816048622131,19,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,53,1,root,1,1,1,0,global,37,38,27,"Did the movies Cock Of The Roost and Nobody'S Perfect, originate from the same country?",-0.002282986417412758,-0.08273692429065704,0.08045393787324429,70,0.0017800999921746552,1.4473684210526316,late,322.99847412109375,-0.0022830963134765625,0.08048057556152344,1.786098599433899,0.9968405961990356,19,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,71,0,root,1,2,1,3,1,12,13,2,movies,0.27667099237442017,0.2923911213874817,-0.015720129013061523,70,0.0017577999969944358,0.13157894736842105,early,365.4611511230469,0.29248046875,0.015869140625,1.7851074934005737,0.99628746509552,19,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,comparison,1,independent,71,1,root,1,1,1,19,1,28,29,18,?,0.20073410868644714,0.12599633634090424,0.07473777234554291,70,0.0017577999969944358,0.9736842105263158,late,335.7032470703125,0.20068359375,0.07470703125,1.7734357118606567,0.9897733330726624,19,query states/provenance plus unlabeled parent scores
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,11,0,root,1,2,8,0,global,36,37,26,Are Rebecca'S Empire and King Gizzard & The Lizard Wizard from the same country?,0.2266845703125,0.30020615458488464,-0.07352158427238464,65,0.0013140999944880605,1.4722222222222223,late,330.5751953125,0.30029296875,0.0736083984375,2.38702130317688,0.9954651594161987,18,query states/provenance plus unlabeled parent scores
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,11,1,root,1,1,1,2,1,11,12,1,Rebecca,-0.011048153042793274,-0.07758505642414093,0.06653690338134766,65,0.0013140999944880605,0.08333333333333333,early,366.49969482421875,-0.01104736328125,0.0665283203125,2.3912923336029053,0.9972463250160217,18,query states/provenance plus unlabeled parent scores
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,23,0,root,1,1,8,18,1,27,28,17,?,0.42350834608078003,0.387465238571167,0.03604310750961304,65,0.0016181000391952693,0.9722222222222222,late,334.17413330078125,0.423583984375,0.0361328125,2.3938584327697754,0.9983164668083191,18,query states/provenance plus unlabeled parent scores
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,23,1,root,1,2,1,7,1,16,17,6,G,-0.02352628856897354,-0.014186523854732513,-0.009339764714241028,65,0.0016181000391952693,0.3611111111111111,middle,502.2391357421875,-0.01418304443359375,0.00934600830078125,2.3936705589294434,0.9982381463050842,18,query states/provenance plus unlabeled parent scores
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,37,0,root,1,3,8,12,1,21,22,11,izard,-0.21672745048999786,-0.1297893226146698,-0.08693812787532806,65,0.0016419000457972288,0.6388888888888888,middle,487.41668701171875,-0.1297607421875,0.03515625,2.395871162414551,0.9991558790206909,18,query states/provenance plus unlabeled parent scores
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,37,1,root,1,1,1,2,1,11,12,1,Rebecca,-0.04260161146521568,-0.11214087903499603,0.06953926756978035,65,0.0016419000457972288,0.08333333333333333,early,366.49969482421875,-0.0426025390625,0.06951904296875,2.394352674484253,0.9985225796699524,18,query states/provenance plus unlabeled parent scores
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,53,0,root,1,3,8,0,global,36,37,26,Are Rebecca'S Empire and King Gizzard & The Lizard Wizard from the same country?,0.1776810884475708,0.26412174105644226,-0.08644065260887146,65,0.0021254000021144748,1.4722222222222223,late,330.5751953125,0.26416015625,0.0684814453125,2.392042636871338,0.9975592494010925,18,query states/provenance plus unlabeled parent scores
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,53,1,root,1,1,1,6,1,15,16,5,King,0.19126690924167633,0.15148277580738068,0.039784133434295654,65,0.0021254000021144748,0.3055555555555556,early,356.0350036621094,0.1912841796875,0.039794921875,2.3930108547210693,0.997963011264801,18,query states/provenance plus unlabeled parent scores
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,71,0,root,1,1,8,18,1,27,28,17,?,0.38653990626335144,0.34203317761421204,0.044506728649139404,65,0.0021226999815553427,0.9722222222222222,late,334.17413330078125,0.386474609375,0.04443359375,2.39208722114563,0.9975778460502625,18,query states/provenance plus unlabeled parent scores
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,comparison,1,independent,71,1,root,1,1,1,6,1,15,16,5,King,0.18398600816726685,0.11422917991876602,0.06975682824850082,65,0.0021226999815553427,0.3055555555555556,early,356.0350036621094,0.1839599609375,0.0697021484375,2.3956546783447266,0.9990655779838562,18,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,11,0,root,1,1,1,29,2,18,20,8,Kerida,0.04102563485503197,0.03753461688756943,0.0034910179674625397,75,0.0020368999685160816,0.45,middle,355.43841552734375,0.041015625,0.00347900390625,2.0766799449920654,0.9986719489097595,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,11,1,root,1,1,5,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,0.48547667264938354,0.27804407477378845,0.2074325978755951,75,0.0020368999685160816,1.425,late,323.60296630859375,0.485595703125,0.20751953125,2.048607587814331,0.9851719737052917,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,11,2,terminal,2,1,8,4,1,13,14,3,of,0.042393218725919724,0.035833753645420074,0.006559465080499649,75,0.0020368999685160816,0.175,early,384.8738708496094,0.042388916015625,0.006561279296875,2.0692203044891357,0.9950846433639526,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,11,3,terminal,2,1,8,4,1,13,14,3,of,0.042393218725919724,0.035833753645420074,0.006559465080499649,75,0.0020368999685160816,0.175,early,384.8738708496094,0.042388916015625,0.006561279296875,2.0692203044891357,0.9950846433639526,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,11,4,terminal,2,1,4,1,1,10,11,0,Are,0.09442299604415894,0.055223219096660614,0.03919977694749832,75,0.0020368999685160816,0.025,early,346.4091796875,0.09442138671875,0.0391845703125,2.06998348236084,0.9954516291618347,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,23,0,root,1,1,1,28,2,17,19,7,io Ker,0.1272474080324173,0.1090424507856369,0.018204957246780396,75,0.0019128000130876899,0.4,middle,365.77459716796875,0.127197265625,0.01812744140625,2.0784401893615723,0.9995184540748596,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,23,1,root,1,1,5,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,0.5791230201721191,0.47629252076148987,0.10283049941062927,75,0.0019128000130876899,1.425,late,323.60296630859375,0.5791015625,0.102783203125,2.062343120574951,0.9917774200439453,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,23,2,terminal,2,2,8,5,1,14,15,4,both,0.34497708082199097,0.42643386125564575,-0.08145678043365479,75,0.0019128000130876899,0.225,early,355.9886169433594,0.426513671875,0.08154296875,2.075533866882324,0.9981207847595215,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,23,3,terminal,2,2,8,5,1,14,15,4,both,0.34497708082199097,0.42643386125564575,-0.08145678043365479,75,0.0019128000130876899,0.225,early,355.9886169433594,0.426513671875,0.08154296875,2.075533866882324,0.9981207847595215,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,23,4,terminal,2,1,4,1,1,10,11,0,Are,0.41668689250946045,0.2776681184768677,0.13901877403259277,75,0.0019128000130876899,0.025,early,346.4091796875,0.416748046875,0.13916015625,2.070563316345215,0.995730459690094,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,37,0,root,1,2,1,9,1,18,19,8,Ker,0.012058503925800323,0.11864006519317627,-0.10658156126737595,75,0.0024468000046908855,0.425,middle,502.10009765625,0.11865234375,0.10659027099609375,2.0781335830688477,0.9993709921836853,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,37,1,root,1,1,5,4,1,13,14,3,of,0.06202850490808487,0.03528303653001785,0.026745468378067017,75,0.0024468000046908855,0.175,early,384.8738708496094,0.062042236328125,0.026763916015625,2.0747323036193848,0.997735321521759,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,37,2,terminal,2,3,8,4,1,13,14,3,of,-0.02466226927936077,0.06202850490808487,-0.08669077418744564,75,0.0024468000046908855,0.175,early,384.8738708496094,0.062042236328125,0.026763916015625,2.0747323036193848,0.997735321521759,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,37,3,terminal,2,3,8,4,1,13,14,3,of,-0.02466226927936077,0.06202850490808487,-0.08669077418744564,75,0.0024468000046908855,0.175,early,384.8738708496094,0.062042236328125,0.026763916015625,2.0747323036193848,0.997735321521759,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,37,4,terminal,2,2,4,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,-0.2639000117778778,-0.24791647493839264,-0.01598353683948517,75,0.0024468000046908855,1.425,late,323.60296630859375,-0.2479248046875,0.0159912109375,2.072397470474243,0.9966124892234802,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,53,0,root,1,3,1,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,0.25603148341178894,0.4092215895652771,-0.15319010615348816,75,0.0023357999743893743,1.425,late,323.60296630859375,0.4091796875,0.086181640625,2.0616469383239746,0.9914426207542419,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,53,1,root,1,1,5,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,0.4092215895652771,0.32290711998939514,0.08631446957588196,75,0.0023357999743893743,1.425,late,323.60296630859375,0.4091796875,0.086181640625,2.0616469383239746,0.9914426207542419,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,53,2,terminal,2,1,8,4,1,13,14,3,of,0.27811163663864136,0.26589685678482056,0.0122147798538208,75,0.0023357999743893743,0.175,early,384.8738708496094,0.278076171875,0.01220703125,2.0738203525543213,0.9972967505455017,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,53,3,terminal,2,1,8,4,1,13,14,3,of,0.27811163663864136,0.26589685678482056,0.0122147798538208,75,0.0023357999743893743,0.175,early,384.8738708496094,0.278076171875,0.01220703125,2.0738203525543213,0.9972967505455017,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,53,4,terminal,2,1,4,1,1,10,11,0,Are,0.36034446954727173,0.35429757833480835,0.006046891212463379,75,0.0023357999743893743,0.025,early,346.4091796875,0.3603515625,0.006103515625,2.071713447570801,0.9962835907936096,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,71,0,root,1,1,1,3,1,12,13,2,directors,0.4113819897174835,0.40730249881744385,0.004079490900039673,75,0.001987099996767938,0.125,early,345.3238525390625,0.411376953125,0.004150390625,2.073782205581665,0.9972784519195557,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,71,1,root,1,1,5,0,global,38,39,28,Are the directors of both films Adio Kerida and Postcards From London from the same country?,0.3177235722541809,0.1835639476776123,0.1341596245765686,75,0.001987099996767938,1.425,late,323.60296630859375,0.317626953125,0.134033203125,2.06369686126709,0.9924284219741821,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,71,2,terminal,2,1,8,16,1,25,26,15,from,0.1262962520122528,0.11235889792442322,0.01393735408782959,75,0.001987099996767938,0.775,late,366.4112548828125,0.1263427734375,0.01397705078125,2.078108549118042,0.9993589520454407,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,71,3,terminal,2,1,8,16,1,25,26,15,from,0.1262962520122528,0.11235889792442322,0.01393735408782959,75,0.001987099996767938,0.775,late,366.4112548828125,0.1263427734375,0.01397705078125,2.078108549118042,0.9993589520454407,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,bridge_comparison,2,branching,71,4,terminal,2,1,4,11,1,20,21,10,and,0.25661835074424744,0.24368304014205933,0.01293531060218811,75,0.001987099996767938,0.525,middle,379.2627868652344,0.256591796875,0.012939453125,2.0768468379974365,0.998752236366272,20,query states/provenance plus unlabeled parent scores
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,11,0,root,1,5,2,0,global,34,35,24,What is the date of death of the director of film The Organization (Film)?,0.07240162044763565,0.47870001196861267,-0.406298391520977,55,0.0012515000416897237,1.53125,late,348.2774658203125,0.478759765625,0.1298828125,2.1683335304260254,0.9868510961532593,16,query states/provenance plus unlabeled parent scores
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,11,1,terminal,2,2,3,0,global,34,35,24,What is the date of death of the director of film The Organization (Film)?,0.3488784432411194,0.47870001196861267,-0.1298215687274933,55,0.0012515000416897237,1.53125,late,348.2774658203125,0.478759765625,0.1298828125,2.1683335304260254,0.9868510961532593,16,query states/provenance plus unlabeled parent scores
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,23,0,root,1,3,2,0,global,34,35,24,What is the date of death of the director of film The Organization (Film)?,0.3999994397163391,0.4539213180541992,-0.05392187833786011,55,0.0020178999984636903,1.53125,late,348.2774658203125,0.453857421875,0.007568359375,2.174954891204834,0.9898645877838135,16,query states/provenance plus unlabeled parent scores
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,23,1,terminal,2,1,3,1,1,10,11,0,What,0.34984090924263,0.32655397057533264,0.023286938667297363,55,0.0020178999984636903,0.03125,early,353.8968505859375,0.349853515625,0.023193359375,2.1777541637420654,0.9911386370658875,16,query states/provenance plus unlabeled parent scores
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,37,0,root,1,3,2,14,1,23,24,13,(,-0.31976044178009033,-0.248363196849823,-0.07139724493026733,55,0.0017927999724633992,0.84375,late,350.8245849609375,-0.2484130859375,0.0650634765625,2.1957623958587646,0.9993345141410828,16,query states/provenance plus unlabeled parent scores
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,37,1,terminal,2,1,3,1,1,10,11,0,What,-0.036901697516441345,-0.07768835127353668,0.04078665375709534,55,0.0017927999724633992,0.03125,early,353.8968505859375,-0.036895751953125,0.040802001953125,2.188568592071533,0.9960604906082153,16,query states/provenance plus unlabeled parent scores
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,compositional,2,chain,53,0,root,1,6,2,14,1,23,24,13,(,0.07882924377918243,0.2920551598072052,-0.21322591602802277,55,0.0016548999701626599,0.84375,late,350.8245849609375,0.2919921875,0.0577392578125,2.1882376670837402,0.9959098696708679,16,query states/provenance plus unlabeled parent scores
