case_id,condition,policy,seed,hypothesis_recall,address_recall,tr_address,hypotheses
date-certificate,latent,ccr_mixed,53,0,0,0,[]
date-certificate,latent,ccr_mixed,71,0,0,0,[]
date-certificate,latent,generic_proactive,11,0,0,0,[]
date-certificate,latent,generic_proactive,23,0,0,0,[]
date-certificate,latent,generic_proactive,37,0,0,0,[]
date-certificate,latent,generic_proactive,53,0,0,0,[]
date-certificate,latent,generic_proactive,71,0,0,0,[]
date-certificate,latent,action_conditioned,11,1,1,1,[]
date-certificate,latent,action_conditioned,23,1,1,1,[]
date-certificate,latent,action_conditioned,37,1,1,1,[]
date-certificate,latent,action_conditioned,53,1,1,1,[]
date-certificate,latent,action_conditioned,71,1,1,1,[]
date-certificate,latent,full_context,11,1,1,1,[]
date-certificate,latent,full_context,23,1,1,1,[]
date-certificate,latent,full_context,37,1,1,1,[]
date-certificate,latent,full_context,53,1,1,1,[]
date-certificate,latent,full_context,71,1,1,1,[]
rare-maintenance-token,explicit,compact_only,11,1,0,0,[]
rare-maintenance-token,explicit,compact_only,23,1,0,0,[]
rare-maintenance-token,explicit,compact_only,37,1,0,0,[]
rare-maintenance-token,explicit,compact_only,53,1,0,0,[]
rare-maintenance-token,explicit,compact_only,71,1,0,0,[]
rare-maintenance-token,explicit,ccr_explicit,11,1,0,0,[]
rare-maintenance-token,explicit,ccr_explicit,23,1,0,0,[]
rare-maintenance-token,explicit,ccr_explicit,37,1,0,0,[]
rare-maintenance-token,explicit,ccr_explicit,53,1,0,0,[]
rare-maintenance-token,explicit,ccr_explicit,71,1,0,0,[]
rare-maintenance-token,explicit,ccr_proactive,11,1,1,1,[]
rare-maintenance-token,explicit,ccr_proactive,23,1,1,1,[]
rare-maintenance-token,explicit,ccr_proactive,37,1,1,1,[]
rare-maintenance-token,explicit,ccr_proactive,53,1,1,1,[]
rare-maintenance-token,explicit,ccr_proactive,71,1,1,1,[]
rare-maintenance-token,explicit,ccr_mixed,11,1,1,1,[]
rare-maintenance-token,explicit,ccr_mixed,23,1,1,1,[]
rare-maintenance-token,explicit,ccr_mixed,37,1,1,1,[]
rare-maintenance-token,explicit,ccr_mixed,53,1,1,1,[]
rare-maintenance-token,explicit,ccr_mixed,71,1,1,1,[]
rare-maintenance-token,explicit,generic_proactive,11,1,1,1,[]
rare-maintenance-token,explicit,generic_proactive,23,1,1,1,[]
rare-maintenance-token,explicit,generic_proactive,37,1,1,1,[]
rare-maintenance-token,explicit,generic_proactive,53,1,1,1,[]
rare-maintenance-token,explicit,generic_proactive,71,1,1,1,[]
rare-maintenance-token,explicit,action_conditioned,11,1,1,1,[]
rare-maintenance-token,explicit,action_conditioned,23,1,1,1,[]
rare-maintenance-token,explicit,action_conditioned,37,1,1,1,[]
rare-maintenance-token,explicit,action_conditioned,53,1,1,1,[]
rare-maintenance-token,explicit,action_conditioned,71,1,1,1,[]
rare-maintenance-token,explicit,full_context,11,1,1,1,[]
rare-maintenance-token,explicit,full_context,23,1,1,1,[]
rare-maintenance-token,explicit,full_context,37,1,1,1,[]
rare-maintenance-token,explicit,full_context,53,1,1,1,[]
rare-maintenance-token,explicit,full_context,71,1,1,1,[]
rare-maintenance-token,latent,compact_only,11,0,0,0,[]
rare-maintenance-token,latent,compact_only,23,0,0,0,[]
rare-maintenance-token,latent,compact_only,37,0,0,0,[]
rare-maintenance-token,latent,compact_only,53,0,0,0,[]
rare-maintenance-token,latent,compact_only,71,0,0,0,[]
rare-maintenance-token,latent,ccr_explicit,11,0,0,0,[]
rare-maintenance-token,latent,ccr_explicit,23,0,0,0,[]
rare-maintenance-token,latent,ccr_explicit,37,0,0,0,[]
rare-maintenance-token,latent,ccr_explicit,53,0,0,0,[]
rare-maintenance-token,latent,ccr_explicit,71,0,0,0,[]
rare-maintenance-token,latent,ccr_proactive,11,0,0,0,[]
rare-maintenance-token,latent,ccr_proactive,23,0,0,0,[]
rare-maintenance-token,latent,ccr_proactive,37,0,0,0,[]
rare-maintenance-token,latent,ccr_proactive,53,0,0,0,[]
rare-maintenance-token,latent,ccr_proactive,71,0,0,0,[]
rare-maintenance-token,latent,ccr_mixed,11,0,0,0,[]
rare-maintenance-token,latent,ccr_mixed,23,0,0,0,[]
rare-maintenance-token,latent,ccr_mixed,37,0,0,0,[]
rare-maintenance-token,latent,ccr_mixed,53,0,0,0,[]
rare-maintenance-token,latent,ccr_mixed,71,0,0,0,[]
rare-maintenance-token,latent,generic_proactive,11,0,0,0,[]
rare-maintenance-token,latent,generic_proactive,23,0,0,0,[]
rare-maintenance-token,latent,generic_proactive,37,0,0,0,[]
rare-maintenance-token,latent,generic_proactive,53,0,0,0,[]
rare-maintenance-token,latent,generic_proactive,71,0,0,0,[]
rare-maintenance-token,latent,action_conditioned,11,1,1,1,[]
rare-maintenance-token,latent,action_conditioned,23,1,1,1,[]
rare-maintenance-token,latent,action_conditioned,37,1,1,1,[]
rare-maintenance-token,latent,action_conditioned,53,1,1,1,[]
rare-maintenance-token,latent,action_conditioned,71,1,1,1,[]
rare-maintenance-token,latent,full_context,11,1,1,1,[]
rare-maintenance-token,latent,full_context,23,1,1,1,[]
rare-maintenance-token,latent,full_context,37,1,1,1,[]
rare-maintenance-token,latent,full_context,53,1,1,1,[]
rare-maintenance-token,latent,full_context,71,1,1,1,[]
relation-atlas-vault,explicit,compact_only,11,1,0,0,[]
relation-atlas-vault,explicit,compact_only,23,1,0,0,[]
relation-atlas-vault,explicit,compact_only,37,1,0,0,[]
relation-atlas-vault,explicit,compact_only,53,1,0,0,[]
relation-atlas-vault,explicit,compact_only,71,1,0,0,[]
relation-atlas-vault,explicit,ccr_explicit,11,1,0,0,[]
relation-atlas-vault,explicit,ccr_explicit,23,1,0,0,[]
relation-atlas-vault,explicit,ccr_explicit,37,1,0,0,[]
relation-atlas-vault,explicit,ccr_explicit,53,1,0,0,[]
relation-atlas-vault,explicit,ccr_explicit,71,1,0,0,[]
relation-atlas-vault,explicit,ccr_proactive,11,1,1,1,[]
relation-atlas-vault,explicit,ccr_proactive,23,1,1,1,[]
relation-atlas-vault,explicit,ccr_proactive,37,1,1,1,[]
relation-atlas-vault,explicit,ccr_proactive,53,1,1,1,[]
relation-atlas-vault,explicit,ccr_proactive,71,1,1,1,[]
relation-atlas-vault,explicit,ccr_mixed,11,1,1,1,[]
relation-atlas-vault,explicit,ccr_mixed,23,1,1,1,[]
relation-atlas-vault,explicit,ccr_mixed,37,1,1,1,[]
relation-atlas-vault,explicit,ccr_mixed,53,1,1,1,[]
relation-atlas-vault,explicit,ccr_mixed,71,1,1,1,[]
relation-atlas-vault,explicit,generic_proactive,11,1,1,1,[]
relation-atlas-vault,explicit,generic_proactive,23,1,1,1,[]
relation-atlas-vault,explicit,generic_proactive,37,1,1,1,[]
relation-atlas-vault,explicit,generic_proactive,53,1,1,1,[]
relation-atlas-vault,explicit,generic_proactive,71,1,1,1,[]
relation-atlas-vault,explicit,action_conditioned,11,1,1,1,[]
relation-atlas-vault,explicit,action_conditioned,23,1,1,1,[]
relation-atlas-vault,explicit,action_conditioned,37,1,1,1,[]
relation-atlas-vault,explicit,action_conditioned,53,1,1,1,[]
relation-atlas-vault,explicit,action_conditioned,71,1,1,1,[]
relation-atlas-vault,explicit,full_context,11,1,1,1,[]
relation-atlas-vault,explicit,full_context,23,1,1,1,[]
relation-atlas-vault,explicit,full_context,37,1,1,1,[]
relation-atlas-vault,explicit,full_context,53,1,1,1,[]
relation-atlas-vault,explicit,full_context,71,1,1,1,[]
relation-atlas-vault,latent,compact_only,11,0,0,0,[]
relation-atlas-vault,latent,compact_only,23,0,0,0,[]
relation-atlas-vault,latent,compact_only,37,0,0,0,[]
relation-atlas-vault,latent,compact_only,53,0,0,0,[]
relation-atlas-vault,latent,compact_only,71,0,0,0,[]
relation-atlas-vault,latent,ccr_explicit,11,0,0,0,[]
relation-atlas-vault,latent,ccr_explicit,23,0,0,0,[]
relation-atlas-vault,latent,ccr_explicit,37,0,0,0,[]
relation-atlas-vault,latent,ccr_explicit,53,0,0,0,[]
relation-atlas-vault,latent,ccr_explicit,71,0,0,0,[]
relation-atlas-vault,latent,ccr_proactive,11,0,0,0,[]
relation-atlas-vault,latent,ccr_proactive,23,0,0,0,[]
relation-atlas-vault,latent,ccr_proactive,37,0,0,0,[]
relation-atlas-vault,latent,ccr_proactive,53,0,0,0,[]
relation-atlas-vault,latent,ccr_proactive,71,0,0,0,[]
relation-atlas-vault,latent,ccr_mixed,11,0,0,0,[]
relation-atlas-vault,latent,ccr_mixed,23,0,0,0,[]
relation-atlas-vault,latent,ccr_mixed,37,0,0,0,[]
relation-atlas-vault,latent,ccr_mixed,53,0,0,0,[]
relation-atlas-vault,latent,ccr_mixed,71,0,0,0,[]
relation-atlas-vault,latent,generic_proactive,11,0,0,0,[]
relation-atlas-vault,latent,generic_proactive,23,0,0,0,[]
relation-atlas-vault,latent,generic_proactive,37,0,0,0,[]
relation-atlas-vault,latent,generic_proactive,53,0,0,0,[]
relation-atlas-vault,latent,generic_proactive,71,0,0,0,[]
relation-atlas-vault,latent,action_conditioned,11,1,1,1,[]
relation-atlas-vault,latent,action_conditioned,23,1,1,1,[]
relation-atlas-vault,latent,action_conditioned,37,1,1,1,[]
relation-atlas-vault,latent,action_conditioned,53,1,1,1,[]
relation-atlas-vault,latent,action_conditioned,71,1,1,1,[]
relation-atlas-vault,latent,full_context,11,1,1,1,[]
relation-atlas-vault,latent,full_context,23,1,1,1,[]
relation-atlas-vault,latent,full_context,37,1,1,1,[]
relation-atlas-vault,latent,full_context,53,1,1,1,[]
relation-atlas-vault,latent,full_context,71,1,1,1,[]
action-quarantine,explicit,compact_only,11,1,0,0,[]
action-quarantine,explicit,compact_only,23,1,0,0,[]
action-quarantine,explicit,compact_only,37,1,0,0,[]
action-quarantine,explicit,compact_only,53,1,0,0,[]
action-quarantine,explicit,compact_only,71,1,0,0,[]
action-quarantine,explicit,ccr_explicit,11,1,0,0,[]
action-quarantine,explicit,ccr_explicit,23,1,0,0,[]
action-quarantine,explicit,ccr_explicit,37,1,0,0,[]
action-quarantine,explicit,ccr_explicit,53,1,0,0,[]
action-quarantine,explicit,ccr_explicit,71,1,0,0,[]
action-quarantine,explicit,ccr_proactive,11,1,1,1,[]
action-quarantine,explicit,ccr_proactive,23,1,1,1,[]
action-quarantine,explicit,ccr_proactive,37,1,1,1,[]
action-quarantine,explicit,ccr_proactive,53,1,1,1,[]
action-quarantine,explicit,ccr_proactive,71,1,1,1,[]
action-quarantine,explicit,ccr_mixed,11,1,1,1,[]
action-quarantine,explicit,ccr_mixed,23,1,1,1,[]
action-quarantine,explicit,ccr_mixed,37,1,1,1,[]
action-quarantine,explicit,ccr_mixed,53,1,1,1,[]
action-quarantine,explicit,ccr_mixed,71,1,1,1,[]
action-quarantine,explicit,generic_proactive,11,1,1,1,[]
action-quarantine,explicit,generic_proactive,23,1,1,1,[]
action-quarantine,explicit,generic_proactive,37,1,1,1,[]
action-quarantine,explicit,generic_proactive,53,1,1,1,[]
action-quarantine,explicit,generic_proactive,71,1,1,1,[]
action-quarantine,explicit,action_conditioned,11,1,1,1,[]
action-quarantine,explicit,action_conditioned,23,1,1,1,[]
action-quarantine,explicit,action_conditioned,37,1,1,1,[]
action-quarantine,explicit,action_conditioned,53,1,1,1,[]
action-quarantine,explicit,action_conditioned,71,1,1,1,[]
action-quarantine,explicit,full_context,11,1,1,1,[]
action-quarantine,explicit,full_context,23,1,1,1,[]
action-quarantine,explicit,full_context,37,1,1,1,[]
action-quarantine,explicit,full_context,53,1,1,1,[]
action-quarantine,explicit,full_context,71,1,1,1,[]
action-quarantine,latent,compact_only,11,0,0,0,[]
action-quarantine,latent,compact_only,23,0,0,0,[]
action-quarantine,latent,compact_only,37,0,0,0,[]
action-quarantine,latent,compact_only,53,0,0,0,[]
action-quarantine,latent,compact_only,71,0,0,0,[]
action-quarantine,latent,ccr_explicit,11,0,0,0,[]
action-quarantine,latent,ccr_explicit,23,0,0,0,[]
action-quarantine,latent,ccr_explicit,37,0,0,0,[]
action-quarantine,latent,ccr_explicit,53,0,0,0,[]
action-quarantine,latent,ccr_explicit,71,0,0,0,[]
action-quarantine,latent,ccr_proactive,11,0,0,0,[]
action-quarantine,latent,ccr_proactive,23,0,0,0,[]
action-quarantine,latent,ccr_proactive,37,0,0,0,[]
action-quarantine,latent,ccr_proactive,53,0,0,0,[]
action-quarantine,latent,ccr_proactive,71,0,0,0,[]
action-quarantine,latent,ccr_mixed,11,0,0,0,[]
action-quarantine,latent,ccr_mixed,23,0,0,0,[]
action-quarantine,latent,ccr_mixed,37,0,0,0,[]
action-quarantine,latent,ccr_mixed,53,0,0,0,[]
action-quarantine,latent,ccr_mixed,71,0,0,0,[]
action-quarantine,latent,generic_proactive,11,0,0,0,[]
action-quarantine,latent,generic_proactive,23,0,0,0,[]
action-quarantine,latent,generic_proactive,37,0,0,0,[]
action-quarantine,latent,generic_proactive,53,0,0,0,[]
action-quarantine,latent,generic_proactive,71,0,0,0,[]
action-quarantine,latent,action_conditioned,11,1,1,1,[]
action-quarantine,latent,action_conditioned,23,1,1,1,[]
action-quarantine,latent,action_conditioned,37,1,1,1,[]
action-quarantine,latent,action_conditioned,53,1,1,1,[]
action-quarantine,latent,action_conditioned,71,1,1,1,[]
action-quarantine,latent,full_context,11,1,1,1,[]
action-quarantine,latent,full_context,23,1,1,1,[]
action-quarantine,latent,full_context,37,1,1,1,[]
action-quarantine,latent,full_context,53,1,1,1,[]
action-quarantine,latent,full_context,71,1,1,1,[]
state-pending-deletion,explicit,compact_only,11,1,0,0,[]
state-pending-deletion,explicit,compact_only,23,1,0,0,[]
state-pending-deletion,explicit,compact_only,37,1,0,0,[]
state-pending-deletion,explicit,compact_only,53,1,0,0,[]
state-pending-deletion,explicit,compact_only,71,1,0,0,[]
state-pending-deletion,explicit,ccr_explicit,11,1,0,0,[]
state-pending-deletion,explicit,ccr_explicit,23,1,0,0,[]
state-pending-deletion,explicit,ccr_explicit,37,1,0,0,[]
state-pending-deletion,explicit,ccr_explicit,53,1,0,0,[]
state-pending-deletion,explicit,ccr_explicit,71,1,0,0,[]
state-pending-deletion,explicit,ccr_proactive,11,1,1,1,[]
state-pending-deletion,explicit,ccr_proactive,23,1,1,1,[]
state-pending-deletion,explicit,ccr_proactive,37,1,1,1,[]
state-pending-deletion,explicit,ccr_proactive,53,1,1,1,[]
state-pending-deletion,explicit,ccr_proactive,71,1,1,1,[]
state-pending-deletion,explicit,ccr_mixed,11,1,1,1,[]
state-pending-deletion,explicit,ccr_mixed,23,1,1,1,[]
state-pending-deletion,explicit,ccr_mixed,37,1,1,1,[]
state-pending-deletion,explicit,ccr_mixed,53,1,1,1,[]
state-pending-deletion,explicit,ccr_mixed,71,1,1,1,[]
state-pending-deletion,explicit,generic_proactive,11,1,1,1,[]
state-pending-deletion,explicit,generic_proactive,23,1,1,1,[]
state-pending-deletion,explicit,generic_proactive,37,1,1,1,[]
state-pending-deletion,explicit,generic_proactive,53,1,1,1,[]
state-pending-deletion,explicit,generic_proactive,71,1,1,1,[]
state-pending-deletion,explicit,action_conditioned,11,1,1,1,[]
state-pending-deletion,explicit,action_conditioned,23,1,1,1,[]
state-pending-deletion,explicit,action_conditioned,37,1,1,1,[]
state-pending-deletion,explicit,action_conditioned,53,1,1,1,[]
state-pending-deletion,explicit,action_conditioned,71,1,1,1,[]
state-pending-deletion,explicit,full_context,11,1,1,1,[]
state-pending-deletion,explicit,full_context,23,1,1,1,[]
state-pending-deletion,explicit,full_context,37,1,1,1,[]
state-pending-deletion,explicit,full_context,53,1,1,1,[]
state-pending-deletion,explicit,full_context,71,1,1,1,[]
state-pending-deletion,latent,compact_only,11,0,0,0,[]
state-pending-deletion,latent,compact_only,23,0,0,0,[]
state-pending-deletion,latent,compact_only,37,0,0,0,[]
state-pending-deletion,latent,compact_only,53,0,0,0,[]
state-pending-deletion,latent,compact_only,71,0,0,0,[]
state-pending-deletion,latent,ccr_explicit,11,0,0,0,[]
state-pending-deletion,latent,ccr_explicit,23,0,0,0,[]
state-pending-deletion,latent,ccr_explicit,37,0,0,0,[]
state-pending-deletion,latent,ccr_explicit,53,0,0,0,[]
state-pending-deletion,latent,ccr_explicit,71,0,0,0,[]
state-pending-deletion,latent,ccr_proactive,11,0,0,0,[]
state-pending-deletion,latent,ccr_proactive,23,0,0,0,[]
state-pending-deletion,latent,ccr_proactive,37,0,0,0,[]
state-pending-deletion,latent,ccr_proactive,53,0,0,0,[]
state-pending-deletion,latent,ccr_proactive,71,0,0,0,[]
state-pending-deletion,latent,ccr_mixed,11,0,0,0,[]
state-pending-deletion,latent,ccr_mixed,23,0,0,0,[]
state-pending-deletion,latent,ccr_mixed,37,0,0,0,[]
state-pending-deletion,latent,ccr_mixed,53,0,0,0,[]
