window,seed,policy,evidence_condition,n,correct,full_vocabulary_correct,correct_margin,correct_probability,reference_recall,complete_path_recovery,layer_token_kv_states,brier_score
global,41,one_shot,e0,16,0.125,0.125,-2.6457043141126633,0.1760769857228297,0.0,0.0,0.0,1.1636380305571947
global,41,one_shot,oracle,16,0.3125,0.3125,-2.506253406405449,0.26464389681950706,1.0,1.0,20.0,1.17537592284134
global,41,one_shot,selected,16,0.25,0.25,-3.1768615692853928,0.19289480351199018,0.609375,0.4375,20.0,1.2385267521785863
global,41,one_shot,shuffle,16,0.1875,0.1875,-3.302436262369156,0.17144880904015736,0.609375,0.4375,20.0,1.1886188604112249
global,41,one_shot,wrong,16,0.1875,0.1875,-3.672541454434395,0.13733162066455407,0.0,0.0,20.0,1.32202765969123
global,41,oracle_layer_0,oracle,16,0.3125,0.3125,-2.506253406405449,0.26464389681950706,1.0,1.0,20.0,1.17537592284134
global,41,oracle_layer_1,oracle,16,0.4375,0.4375,-0.06930369138717651,0.46668728856457165,1.0,1.0,20.0,0.7349716188473394
global,41,oracle_layer_2,oracle,16,0.375,0.375,-1.6163423210382462,0.2670477378705982,1.0,1.0,20.0,0.9749951794365188
global,41,oracle_layer_3,oracle,16,0.25,0.25,-1.848866656422615,0.21853410929907113,1.0,1.0,20.0,1.0749491371207114
global,41,oracle_layer_4,oracle,16,0.3125,0.3125,-1.5729044526815414,0.25356339084828505,1.0,1.0,20.0,1.004915775374684
global,41,oracle_layer_5,oracle,16,0.1875,0.1875,-1.768413558602333,0.23760208598469035,1.0,1.0,20.0,1.0182978464436019
global,41,spacing_1,selected,16,0.3125,0.3125,-1.7620398551225662,0.23375117570685688,0.84375,0.6875,29.6875,1.1265560423908028
global,41,spacing_2,selected,16,0.125,0.125,-3.114104077219963,0.15077037356968503,0.4114583333333333,0.25,15.0,1.2950299251824617
global,41,spacing_4,selected,16,0.1875,0.1875,-2.5424678176641464,0.2217079066840597,0.2864583333333333,0.125,10.0,1.2172331079345895
global,53,iterative_matched,e0,16,0.125,0.125,-4.052146688103676,0.09391244009384536,0.0,0.0,0.0,1.481741402996704
global,53,iterative_matched,oracle,16,0.5625,0.5625,0.36296018958091736,0.5096502390806563,1.0,1.0,20.0,0.5438870545767713
global,53,iterative_matched,selected,16,0.1875,0.1875,-1.7255850434303284,0.22402246584533714,0.7239583333333334,0.5,20.0,1.1518648143537575
global,53,iterative_matched,shuffle,16,0.125,0.125,-2.7741453498601913,0.14972440184646985,0.6770833333333334,0.5,20.0,1.2868588669225574
global,53,iterative_matched,wrong,16,0.0,0.0,-4.307053416967392,0.026532663541729562,0.0,0.0,20.0,1.5615805387496948
global,53,one_shot,e0,16,0.125,0.125,-4.052146688103676,0.09391244009384536,0.0,0.0,0.0,1.481741402996704
global,53,one_shot,oracle,16,0.4375,0.4375,-1.049444556236267,0.3530923659673135,1.0,1.0,20.0,0.9766193122886762
global,53,one_shot,selected,16,0.25,0.25,-2.792453393340111,0.21069198204713757,0.5989583333333334,0.5,20.0,1.239750834492952
global,53,one_shot,shuffle,16,0.25,0.25,-2.759716182947159,0.24066164197211037,0.5989583333333334,0.5,20.0,1.291890596230587
global,53,one_shot,wrong,16,0.0,0.0,-4.912533164024353,0.030394578994673793,0.0,0.0,20.0,1.6529274806380272
global,53,oracle_layer_0,oracle,16,0.4375,0.4375,-1.049444556236267,0.3530923659673135,1.0,1.0,20.0,0.9766193122886762
global,53,oracle_layer_1,oracle,16,0.125,0.125,-2.9807277023792267,0.14834956866980065,1.0,1.0,20.0,1.3954100431874394
global,53,oracle_layer_2,oracle,16,0.375,0.375,-1.3673448711633682,0.33962499428889714,1.0,1.0,20.0,0.8347275990381604
global,53,oracle_layer_3,oracle,16,0.375,0.375,-2.455493301153183,0.24032784761220682,1.0,1.0,20.0,1.0637312176986597
global,53,oracle_layer_4,oracle,16,0.1875,0.1875,-2.107158362865448,0.1729918274359079,1.0,1.0,20.0,1.1632525576278567
global,53,oracle_layer_5,oracle,16,0.125,0.125,-3.4488268196582794,0.09451464911398944,1.0,1.0,20.0,1.401484572328627
global,53,spacing_1,selected,16,0.1875,0.1875,-1.3667329102754593,0.276633472974936,0.84375,0.6875,29.6875,0.9903253572410904
global,53,spacing_2,selected,16,0.1875,0.1875,-1.7665892094373703,0.2143260352895595,0.6145833333333334,0.5,15.0,1.1555086896405555
global,53,spacing_4,selected,16,0.0625,0.0625,-3.1359450221061707,0.10880137715867022,0.390625,0.3125,10.0,1.3656182226259261
global,67,iterative_matched,e0,16,0.1875,0.1875,-2.9270688593387604,0.19811679763506618,0.0,0.0,0.0,1.317030931073532
global,67,iterative_matched,oracle,16,0.6875,0.6875,0.7953894138336182,0.5629929910646752,1.0,1.0,20.0,0.5312110410775404
global,67,iterative_matched,selected,16,0.125,0.125,-2.1625786423683167,0.18174292196636088,0.4791666666666667,0.375,20.0,1.2699698145734146
global,67,iterative_matched,shuffle,16,0.3125,0.3125,-1.4981824606657028,0.28325925413082587,0.4947916666666667,0.375,20.0,1.0284717448521405
global,67,iterative_matched,wrong,16,0.0625,0.0625,-4.063481986522675,0.08093366389402945,0.0,0.0,20.0,1.515908983303234
global,67,one_shot,e0,16,0.1875,0.1875,-2.9270688593387604,0.19811679763506618,0.0,0.0,0.0,1.317030931073532
global,67,one_shot,oracle,16,0.5625,0.5625,-0.09568728506565094,0.44137846026569605,1.0,1.0,20.0,0.7822338128735282
global,67,one_shot,selected,16,0.3125,0.3125,-1.9220302104949951,0.275867490679957,0.6354166666666666,0.4375,20.0,1.1614360264211427
global,67,one_shot,shuffle,16,0.25,0.25,-2.470456048846245,0.2247608080651844,0.6354166666666666,0.4375,20.0,1.1894990737455373
global,67,one_shot,wrong,16,0.0625,0.0625,-4.352020487189293,0.0814501247264161,0.0,0.0,20.0,1.549765650066547
global,67,oracle_layer_0,oracle,16,0.5625,0.5625,-0.09568728506565094,0.44137846026569605,1.0,1.0,20.0,0.7822338128735282
global,67,oracle_layer_1,oracle,16,0.25,0.25,-1.3228567242622375,0.2912822643702384,1.0,1.0,20.0,1.0894561839813832
global,67,oracle_layer_2,oracle,16,0.5,0.5,-1.0434508323669434,0.4033702955239278,1.0,1.0,20.0,0.8909817845960788
global,67,oracle_layer_3,oracle,16,0.3125,0.3125,-1.1269501000642776,0.24606135769136017,1.0,1.0,20.0,0.9426946050371043
global,67,oracle_layer_4,oracle,16,0.1875,0.1875,-1.981297954916954,0.2278970087909329,1.0,1.0,20.0,1.0745257963135373
global,67,oracle_layer_5,oracle,16,0.1875,0.1875,-2.6141331046819687,0.20132986574753886,1.0,1.0,20.0,1.2688304940093076
global,67,spacing_1,selected,16,0.4375,0.4375,-1.0915061980485916,0.383547375240596,0.6354166666666666,0.5,29.6875,0.8771082709135953
global,67,spacing_2,selected,16,0.1875,0.1875,-2.3650653660297394,0.17801806068746373,0.3177083333333333,0.25,15.0,1.2959135730561684
global,67,spacing_4,selected,16,0.25,0.25,-1.696970671415329,0.26721418084343895,0.2708333333333333,0.25,10.0,1.170883854618296
w128,17,iterative_matched,e0,16,0.125,0.125,-3.472556561231613,0.12168691355509509,0.0,0.0,0.0,1.2137226578779519
w128,17,iterative_matched,oracle,16,0.375,0.375,-0.01280413568019867,0.38306913402630016,1.0,1.0,20.0,0.7761627300012606
w128,17,iterative_matched,selected,16,0.3125,0.3125,-1.6617083102464676,0.3543810278060846,0.5885416666666666,0.4375,20.0,0.9573934143700171
w128,17,iterative_matched,shuffle,16,0.0625,0.0625,-3.1928005069494247,0.1036722093467688,0.5885416666666666,0.4375,20.0,1.3014508850174025
w128,17,iterative_matched,wrong,16,0.0,0.0,-3.918464109301567,0.03395478698075749,0.0,0.0,20.0,1.429932702332735
w128,17,one_shot,e0,16,0.125,0.125,-3.472556561231613,0.12168691355509509,0.0,0.0,0.0,1.2137226578779519
w128,17,one_shot,oracle,16,0.25,0.25,-1.6720120459794998,0.24717735973990784,1.0,1.0,20.0,1.0739216314877922
w128,17,one_shot,selected,16,0.1875,0.1875,-3.3962630331516266,0.18171908796966818,0.5833333333333334,0.4375,20.0,1.3220568063406972
w128,17,one_shot,shuffle,16,0.25,0.25,-2.516440436244011,0.21518528056640207,0.5833333333333334,0.4375,20.0,1.153495509763161
w128,17,one_shot,wrong,16,0.25,0.25,-3.8567172586917877,0.1406914131503072,0.0,0.0,20.0,1.3807105908927042
w128,17,oracle_layer_0,oracle,16,0.25,0.25,-1.6720120459794998,0.24717735973990784,1.0,1.0,20.0,1.0739216314877922
w128,17,oracle_layer_1,oracle,16,0.25,0.25,-2.9251449704170227,0.19297223474131897,1.0,1.0,20.0,1.1859580767340958
w128,17,oracle_layer_2,oracle,16,0.4375,0.4375,-0.7795210629701614,0.3770739379178849,1.0,1.0,20.0,0.7858045489992946
w128,17,oracle_layer_3,oracle,16,0.125,0.125,-2.980111062526703,0.1335866999488644,1.0,1.0,20.0,1.2382402825751342
w128,17,oracle_layer_4,oracle,16,0.1875,0.1875,-2.732048660516739,0.15630275805960991,1.0,1.0,20.0,1.1809515849454328
w128,17,oracle_layer_5,oracle,16,0.1875,0.1875,-2.8495698273181915,0.13534878700011177,1.0,1.0,20.0,1.13254233635962
w128,17,spacing_1,selected,16,0.5,0.5,-0.8867552280426025,0.386225905505853,0.8072916666666666,0.6875,29.6875,0.863485349171242
w128,17,spacing_2,selected,16,0.375,0.375,-2.0796927213668823,0.34119563594322244,0.4322916666666667,0.25,15.0,1.036545556067722
w128,17,spacing_4,selected,16,0.1875,0.1875,-3.480094999074936,0.16842794346030132,0.19270833333333334,0.0625,10.0,1.3516886955767404
w128,29,iterative_matched,e0,16,0.1875,0.1875,-2.71718330681324,0.15713247428720933,0.0,0.0,0.0,1.1302280076779425
w128,29,iterative_matched,oracle,16,0.5625,0.5625,-0.4641810208559036,0.46231010031806363,1.0,1.0,20.0,0.7232171786254185
w128,29,iterative_matched,selected,16,0.3125,0.3125,-1.9822744727134705,0.23374699636769947,0.7760416666666666,0.625,20.0,1.0333692263811827
w128,29,iterative_matched,shuffle,16,0.3125,0.3125,-1.7561480104923248,0.25460486783413216,0.7447916666666666,0.5625,20.0,1.0764916554962838
w128,29,iterative_matched,wrong,16,0.0,0.0,-4.039859175682068,0.02839887960726628,0.0,0.0,20.0,1.5030596256256104
w128,29,one_shot,e0,16,0.1875,0.1875,-2.71718330681324,0.15713247428720933,0.0,0.0,0.0,1.1302280076779425
w128,29,one_shot,oracle,16,0.5,0.5,-0.48224806785583496,0.4592491370576681,1.0,1.0,20.0,0.7769349471946043
w128,29,one_shot,selected,16,0.375,0.375,-1.477834165096283,0.35773196991522127,0.671875,0.5625,20.0,1.0030223775647755
w128,29,one_shot,shuffle,16,0.375,0.375,-2.452398508787155,0.25350699396494747,0.671875,0.5625,20.0,1.0962411509226513
w128,29,one_shot,wrong,16,0.1875,0.1875,-3.3729435801506042,0.1281465374304389,0.0,0.0,20.0,1.3118784790858626
w128,29,oracle_layer_0,oracle,16,0.5,0.5,-0.48224806785583496,0.4592491370576681,1.0,1.0,20.0,0.7769349471946043
w128,29,oracle_layer_1,oracle,16,0.5,0.5,-0.7746307253837585,0.42391154937195097,1.0,1.0,20.0,0.7934531964710914
w128,29,oracle_layer_2,oracle,16,0.3125,0.3125,-1.361033633351326,0.32922878925455734,1.0,1.0,20.0,1.0673927570860542
w128,29,oracle_layer_3,oracle,16,0.4375,0.4375,-1.0002404004335403,0.3319380628508952,1.0,1.0,20.0,0.7614974724128842
w128,29,oracle_layer_4,oracle,16,0.1875,0.1875,-2.5647734105587006,0.14386745509546017,1.0,1.0,20.0,1.1197245419025421
w128,29,oracle_layer_5,oracle,16,0.25,0.25,-2.770593211054802,0.1704993560706498,1.0,1.0,20.0,1.140155939385295
w128,29,spacing_1,selected,16,0.375,0.375,-1.4321613162755966,0.32196910419406777,0.8072916666666666,0.625,29.6875,0.943854615528835
w128,29,spacing_2,selected,16,0.0625,0.0625,-2.285877078771591,0.18731850452604704,0.6145833333333334,0.5,15.0,1.147867176681757
w128,29,spacing_4,selected,16,0.375,0.375,-1.1508328020572662,0.37163656233315123,0.4583333333333333,0.3125,10.0,1.0005265191184662
w128,41,iterative_matched,e0,16,0.125,0.125,-3.2170678079128265,0.14379027874520034,0.0,0.0,0.0,1.277997509459965
w128,41,iterative_matched,oracle,16,0.3125,0.3125,-1.066168949007988,0.2940934845028096,1.0,1.0,20.0,0.9407793110003695
w128,41,iterative_matched,selected,16,0.1875,0.1875,-1.934682086110115,0.21245648170588538,0.6927083333333334,0.5625,20.0,1.1115397373214364
w128,41,iterative_matched,shuffle,16,0.125,0.125,-2.56624074280262,0.1547572809322446,0.6927083333333334,0.5625,20.0,1.2297005298605654
w128,41,iterative_matched,wrong,16,0.0625,0.0625,-3.7449434995651245,0.07021759663257399,0.0,0.0,20.0,1.4184401482343674
w128,41,one_shot,e0,16,0.125,0.125,-3.2170678079128265,0.14379027874520034,0.0,0.0,0.0,1.277997509459965
w128,41,one_shot,oracle,16,0.25,0.25,-2.3799264430999756,0.2718093313187637,1.0,1.0,20.0,1.0981021320694708
w128,41,one_shot,selected,16,0.25,0.25,-3.247271567583084,0.22421508343268215,0.53125,0.375,20.0,1.1746692829474341
w128,41,one_shot,shuffle,16,0.3125,0.3125,-2.727904796600342,0.2262823805322114,0.53125,0.375,20.0,1.057062344509177
w128,41,one_shot,wrong,16,0.1875,0.1875,-3.738172933459282,0.15107112690111535,0.0,0.0,20.0,1.2949624290922657
w128,41,oracle_layer_0,oracle,16,0.25,0.25,-2.3799264430999756,0.2718093313187637,1.0,1.0,20.0,1.0981021320694708
w128,41,oracle_layer_1,oracle,16,0.5625,0.5625,0.5331024378538132,0.4878581386292353,1.0,1.0,20.0,0.6782691828435645
w128,41,oracle_layer_2,oracle,16,0.3125,0.3125,-1.2535268366336823,0.28777369657109375,1.0,1.0,20.0,0.933686021133326
w128,41,oracle_layer_3,oracle,16,0.1875,0.1875,-2.1306420862674713,0.2170640848507901,1.0,1.0,20.0,1.0540039038023679
w128,41,oracle_layer_4,oracle,16,0.3125,0.3125,-1.705518215894699,0.26045250841889356,1.0,1.0,20.0,0.9857644563599024
w128,41,oracle_layer_5,oracle,16,0.1875,0.1875,-2.3560303449630737,0.17818837772392726,1.0,1.0,20.0,1.1535628475248814
w128,41,spacing_1,selected,16,0.3125,0.3125,-1.4374452531337738,0.30282532998535316,0.84375,0.6875,29.6875,1.0036245578057787
w128,41,spacing_2,selected,16,0.0625,0.0625,-2.868665501475334,0.12773617917628144,0.3333333333333333,0.1875,15.0,1.3247779225930572
w128,41,spacing_4,selected,16,0.25,0.25,-2.5112156569957733,0.22742923730584153,0.2708333333333333,0.125,10.0,1.1132977023371495
w128,53,iterative_matched,e0,16,0.25,0.25,-3.7573985308408737,0.16799712800093403,0.0,0.0,0.0,1.2074042356107384
w128,53,iterative_matched,oracle,16,0.5,0.5,-0.25052928924560547,0.44834471368812956,1.0,1.0,20.0,0.6096611784305423
w128,53,iterative_matched,selected,16,0.3125,0.3125,-1.2618610858917236,0.2847457695461344,0.7447916666666666,0.5,20.0,0.9999622127679686
w128,53,iterative_matched,shuffle,16,0.1875,0.1875,-2.991943836212158,0.1520410396879015,0.7135416666666666,0.5,20.0,1.3326782928779721
w128,53,iterative_matched,wrong,16,0.0,0.0,-4.283076897263527,0.041678489978949074,0.0,0.0,20.0,1.536396637558937
w128,53,one_shot,e0,16,0.25,0.25,-3.7573985308408737,0.16799712800093403,0.0,0.0,0.0,1.2074042356107384
w128,53,one_shot,oracle,16,0.3125,0.3125,-1.459106832742691,0.3020932966546752,1.0,1.0,20.0,1.0502136889135727
w128,53,one_shot,selected,16,0.125,0.125,-3.0464935451745987,0.15680399664688593,0.5989583333333334,0.4375,20.0,1.3748657503638242
w128,53,one_shot,shuffle,16,0.1875,0.1875,-3.1952263712882996,0.2021554954108069,0.5989583333333334,0.4375,20.0,1.3886045722265408
w128,53,one_shot,wrong,16,0.0625,0.0625,-4.842024877667427,0.058999973668505845,0.0,0.0,20.0,1.5608340445905924
w128,53,oracle_layer_0,oracle,16,0.3125,0.3125,-1.459106832742691,0.3020932966546752,1.0,1.0,20.0,1.0502136889135727
w128,53,oracle_layer_1,oracle,16,0.0625,0.0625,-2.5205077528953552,0.15732050954102306,1.0,1.0,20.0,1.2833429528400302
w128,53,oracle_layer_2,oracle,16,0.375,0.375,-1.546401023864746,0.3246223254218421,1.0,1.0,20.0,0.9481075850908383
w128,53,oracle_layer_3,oracle,16,0.375,0.375,-2.675289213657379,0.27482399543441716,1.0,1.0,20.0,0.9776469724893104
w128,53,oracle_layer_4,oracle,16,0.375,0.375,-2.4894484877586365,0.2419935165125935,1.0,1.0,20.0,1.0629828828386962
w128,53,oracle_layer_5,oracle,16,0.25,0.25,-2.891462743282318,0.18101969611780078,1.0,1.0,20.0,1.1004006527364254
w128,53,spacing_1,selected,16,0.375,0.375,-0.7234662622213364,0.34064340410986915,0.8229166666666666,0.625,29.6875,0.849351351862424
w128,53,spacing_2,selected,16,0.3125,0.3125,-1.503484770655632,0.2655010363960173,0.5520833333333334,0.375,15.0,1.0260416001983685
w128,53,spacing_4,selected,16,0.125,0.125,-2.889482721686363,0.16418706363765523,0.328125,0.3125,10.0,1.2171840708160744
w128,67,iterative_matched,e0,16,0.25,0.25,-2.3463826328516006,0.18968859383858216,0.0,0.0,0.0,1.1328326648217626
w128,67,iterative_matched,oracle,16,0.6875,0.6875,1.110758975148201,0.608478291076608,1.0,1.0,20.0,0.4744560086078309
w128,67,iterative_matched,selected,16,0.125,0.125,-2.9541235864162445,0.11364669167232933,0.3385416666666667,0.25,20.0,1.3721068296581507
w128,67,iterative_matched,shuffle,16,0.25,0.25,-1.6882934868335724,0.26312416220025625,0.4947916666666667,0.375,20.0,1.072522156573541
w128,67,iterative_matched,wrong,16,0.0625,0.0625,-4.091886341571808,0.0668512076154002,0.0,0.0,20.0,1.5114928223192692
w128,67,one_shot,e0,16,0.25,0.25,-2.3463826328516006,0.18968859383858216,0.0,0.0,0.0,1.1328326648217626
w128,67,one_shot,oracle,16,0.625,0.625,0.1393941044807434,0.5065792116802186,1.0,1.0,20.0,0.6762589804093295
w128,67,one_shot,selected,16,0.4375,0.4375,-1.4394397586584091,0.3383982635932625,0.6041666666666666,0.5,20.0,1.03241830317711
w128,67,one_shot,shuffle,16,0.3125,0.3125,-2.261962428689003,0.2619614310187899,0.6041666666666666,0.5,20.0,1.1559976960270433
w128,67,one_shot,wrong,16,0.0625,0.0625,-4.384434878826141,0.07336106267121068,0.0,0.0,20.0,1.5663276389241219
w128,67,oracle_layer_0,oracle,16,0.625,0.625,0.1393941044807434,0.5065792116802186,1.0,1.0,20.0,0.6762589804093295
w128,67,oracle_layer_1,oracle,16,0.25,0.25,-1.1970743238925934,0.2743268500562408,1.0,1.0,20.0,1.0770190151233692
w128,67,oracle_layer_2,oracle,16,0.4375,0.4375,-0.5071926414966583,0.4215330270235427,1.0,1.0,20.0,0.7782295250581228
w128,67,oracle_layer_3,oracle,16,0.3125,0.3125,-0.8774243146181107,0.27761318057309836,1.0,1.0,20.0,0.885284123942256
w128,67,oracle_layer_4,oracle,16,0.125,0.125,-1.7078205049037933,0.20916938865411794,1.0,1.0,20.0,0.9757046700106002
w128,67,oracle_layer_5,oracle,16,0.25,0.25,-2.2133747935295105,0.18578358355807723,1.0,1.0,20.0,1.1299817877297755
w128,67,spacing_1,selected,16,0.1875,0.1875,-2.001237228512764,0.2577019507807563,0.6354166666666666,0.5,29.6875,1.1257082374286256
w128,67,spacing_2,selected,16,0.0625,0.0625,-3.1787034273147583,0.10080900171305984,0.2552083333333333,0.1875,15.0,1.42766522616148
w128,67,spacing_4,selected,16,0.0625,0.0625,-2.536143034696579,0.11397237652272452,0.11458333333333333,0.0625,10.0,1.3135452643036842
w16,17,iterative_matched,e0,16,0.125,0.125,-3.442369669675827,0.14769524933217326,0.0,0.0,0.0,1.4465834146249108
w16,17,iterative_matched,oracle,16,0.125,0.125,-1.8863918036222458,0.17769220611080527,1.0,1.0,20.0,1.0367869226029143
w16,17,iterative_matched,selected,16,0.125,0.125,-3.0377602726221085,0.1278941543350811,0.3333333333333333,0.1875,20.0,1.226295460946858
w16,17,iterative_matched,shuffle,16,0.0625,0.0625,-2.574056640267372,0.11903448723023757,0.3645833333333333,0.25,20.0,1.1346860760822892
w16,17,iterative_matched,wrong,16,0.125,0.125,-2.848962679505348,0.11189297856617486,0.0,0.0,20.0,1.1861404068768024
w16,17,one_shot,e0,16,0.125,0.125,-3.442369669675827,0.14769524933217326,0.0,0.0,0.0,1.4465834146249108
w16,17,one_shot,oracle,16,0.125,0.125,-2.470181494951248,0.16218515900891362,1.0,1.0,20.0,1.1893895732355304
w16,17,one_shot,selected,16,0.125,0.125,-3.0407695174217224,0.12638240554042568,0.5052083333333334,0.375,20.0,1.3557495316199493
w16,17,one_shot,shuffle,16,0.1875,0.1875,-2.900688976049423,0.15238531728391536,0.5052083333333334,0.375,20.0,1.2587996197107714
w16,17,one_shot,wrong,16,0.125,0.125,-3.308565139770508,0.10998319949976576,0.0,0.0,20.0,1.3433640855364501
w16,17,oracle_layer_0,oracle,16,0.125,0.125,-2.470181494951248,0.16218515900891362,1.0,1.0,20.0,1.1893895732355304
w16,17,oracle_layer_1,oracle,16,0.125,0.125,-2.0833655148744583,0.17183497046062257,1.0,1.0,20.0,1.0614090346498415
w16,17,oracle_layer_2,oracle,16,0.125,0.125,-2.670994132757187,0.13250443064316642,1.0,1.0,20.0,1.2568769537610933
w16,17,oracle_layer_3,oracle,16,0.125,0.125,-2.8352373838424683,0.11521932747564279,1.0,1.0,20.0,1.28040695306845
w16,17,oracle_layer_4,oracle,16,0.125,0.125,-2.8055612295866013,0.12377028344781138,1.0,1.0,20.0,1.3634175925981253
