baseline,router_seed,dataset,example_id,selected_action,oracle_action,evidence_recall,precision,mrr,routing_ms,graph_calls,pairwise_similarity_evaluations
B1_existing_request_reply,1,2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,paper26_bm25,paper26_bm25,0.4,0.5,1.0,10.637599974870682,0.0,0.0
B1_existing_request_reply,1,2wikimultihopqa,005238da0bde11eba7f7acde48001122,paper26_bm25,global_semantic,0.0,0.0,0.0,10.983000043779612,0.0,0.0
B1_existing_request_reply,1,2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,paper26_bm25,global_semantic,0.0,0.0,0.0,27.841400122269988,0.0,0.0
B1_existing_request_reply,1,2wikimultihopqa,008b58060baf11ebab90acde48001122,paper26_hybrid,paper26_bm25,0.5,0.25,0.3333333333333333,18.761100014671683,0.0,0.0
B1_existing_request_reply,1,2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,paper26_bm25,paper26_bm25,0.125,0.25,1.0,13.349599903449416,0.0,0.0
B1_existing_request_reply,1,2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,paper26_hybrid,global_semantic,0.2222222222222222,0.5,1.0,26.614599861204624,0.0,0.0
B1_existing_request_reply,1,2wikimultihopqa,0360770a0baf11ebab90acde48001122,global_semantic,global_semantic,0.3333333333333333,0.5,0.3333333333333333,6.672299932688475,0.0,0.0
B1_existing_request_reply,1,hotpotqa,5a714b645542994082a3e78b,paper26_bm25,paper26_bm25,0.2,0.25,0.5,20.94989991746843,0.0,0.0
B1_existing_request_reply,1,hotpotqa,5a84c4bb5542991dd0999dec,global_semantic,paper26_hybrid,0.2857142857142857,0.5,1.0,4.697500029578805,0.0,0.0
B1_existing_request_reply,1,hotpotqa,5a8c8502554299585d9e36d0,paper26_bm25,paper26_bm25,0.6,0.75,1.0,26.808900060132146,0.0,0.0
B1_existing_request_reply,1,hotpotqa,5abbd4035542993f40c73bcb,paper26_bm25,paper26_hybrid,0.42857142857142855,0.75,1.0,51.850900053977966,0.0,0.0
B1_existing_request_reply,1,hotpotqa,5adc3aff5542996e685252eb,paper26_bm25,paper26_hybrid,0.0,0.0,0.0,26.95009997114539,0.0,0.0
B1_existing_request_reply,1,hotpotqa,5ae6143f5542996de7b71b2d,paper26_bm25,paper26_bm25,0.2,0.25,1.0,26.854899944737554,0.0,0.0
B1_existing_request_reply,1,musique,3hop1__102087_214799_259594,global_semantic,paper26_bm25,0.1,0.25,0.5,5.349700106307864,0.0,0.0
B1_existing_request_reply,1,musique,3hop1__103254_214799_259594,paper26_hybrid,paper26_hybrid,0.2727272727272727,0.75,1.0,37.21320000477135,0.0,0.0
B1_existing_request_reply,1,musique,3hop2__11282_57233_56883,paper26_bm25,paper26_bm25,0.1,0.25,1.0,56.927200173959136,0.0,0.0
B1_existing_request_reply,1,musique,4hop1__105688_17130_70784_61381,global_semantic,paper26_hybrid,0.03333333333333333,0.25,0.25,5.634400295093656,0.0,0.0
B1_existing_request_reply,1,musique,4hop1__105688_17130_70784_79935,global_semantic,paper26_hybrid,0.038461538461538464,0.25,0.3333333333333333,7.310199784114957,0.0,0.0
B1_existing_request_reply,1,musique,4hop2__103790_14670_8987_8974,paper26_bm25,paper26_hybrid,0.125,0.5,1.0,79.91410000249743,0.0,0.0
B1_existing_request_reply,1,musique,4hop2__105527_14670_8987_8529,paper26_bm25,paper26_bm25,0.21428571428571427,0.75,1.0,84.1425999533385,0.0,0.0
B1_existing_request_reply,1,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,paper26_bm25,paper26_bm25,0.375,0.75,1.0,56.43320013768971,0.0,0.0
B1_existing_request_reply,1,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,global_semantic,global_semantic,0.0,0.0,0.0,7.136800093576312,0.0,0.0
B1_existing_request_reply,1,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,global_semantic,global_semantic,0.0,0.0,0.0,4.40480001270771,0.0,0.0
B1_existing_request_reply,1,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,paper26_bm25,global_semantic,0.0,0.0,0.0,36.222599912434816,0.0,0.0
B1_existing_request_reply,1,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,global_semantic,global_semantic,0.0,0.0,0.0,1.4382998924702406,0.0,0.0
B1_existing_request_reply,1,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,global_semantic,global_semantic,0.0,0.0,0.0,3.1478998716920614,0.0,0.0
B1_existing_request_reply,7,2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,paper26_bm25,paper26_bm25,0.5,0.5,1.0,21.443699952214956,0.0,0.0
B1_existing_request_reply,7,2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,global_semantic,paper26_hybrid,0.25,0.5,0.5,6.6819998901337385,0.0,0.0
B1_existing_request_reply,7,2wikimultihopqa,002f12240bde11eba7f7acde48001122,paper26_hybrid,paper26_bm25,0.3333333333333333,0.25,1.0,9.806199930608273,0.0,0.0
B1_existing_request_reply,7,2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,paper26_bm25,paper26_bm25,0.4,0.5,1.0,10.637599974870682,0.0,0.0
B1_existing_request_reply,7,2wikimultihopqa,005238da0bde11eba7f7acde48001122,global_semantic,global_semantic,0.0,0.0,0.0,4.843099974095821,0.0,0.0
B1_existing_request_reply,7,2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,paper26_hybrid,global_semantic,0.0,0.0,0.0,23.324700072407722,0.0,0.0
B1_existing_request_reply,7,2wikimultihopqa,008b58060baf11ebab90acde48001122,paper26_hybrid,paper26_bm25,0.5,0.25,0.3333333333333333,18.761100014671683,0.0,0.0
B1_existing_request_reply,7,2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,paper26_bm25,paper26_bm25,0.125,0.25,1.0,13.349599903449416,0.0,0.0
B1_existing_request_reply,7,2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,paper26_hybrid,global_semantic,0.2222222222222222,0.5,1.0,26.614599861204624,0.0,0.0
B1_existing_request_reply,7,2wikimultihopqa,0360770a0baf11ebab90acde48001122,paper26_bm25,global_semantic,0.3333333333333333,0.5,0.3333333333333333,10.32499992288649,0.0,0.0
B1_existing_request_reply,7,hotpotqa,5a714b645542994082a3e78b,global_semantic,paper26_bm25,0.2,0.25,0.25,5.493399919942021,0.0,0.0
B1_existing_request_reply,7,hotpotqa,5a84c4bb5542991dd0999dec,paper26_hybrid,paper26_hybrid,0.42857142857142855,0.75,1.0,28.445599833503366,0.0,0.0
B1_existing_request_reply,7,hotpotqa,5a8c8502554299585d9e36d0,paper26_bm25,paper26_bm25,0.6,0.75,1.0,26.808900060132146,0.0,0.0
B1_existing_request_reply,7,hotpotqa,5abbd4035542993f40c73bcb,paper26_hybrid,paper26_hybrid,0.5714285714285714,1.0,1.0,45.444199815392494,0.0,0.0
B1_existing_request_reply,7,hotpotqa,5adc3aff5542996e685252eb,paper26_bm25,paper26_hybrid,0.0,0.0,0.0,26.95009997114539,0.0,0.0
B1_existing_request_reply,7,hotpotqa,5ae6143f5542996de7b71b2d,paper26_bm25,paper26_bm25,0.2,0.25,1.0,26.854899944737554,0.0,0.0
B1_existing_request_reply,7,musique,3hop1__102087_214799_259594,paper26_bm25,paper26_bm25,0.1,0.25,1.0,38.19079999811947,0.0,0.0
B1_existing_request_reply,7,musique,3hop1__103254_214799_259594,paper26_hybrid,paper26_hybrid,0.2727272727272727,0.75,1.0,37.21320000477135,0.0,0.0
B1_existing_request_reply,7,musique,3hop2__11282_57233_56883,paper26_bm25,paper26_bm25,0.1,0.25,1.0,56.927200173959136,0.0,0.0
B1_existing_request_reply,7,musique,4hop1__105688_17130_70784_61381,paper26_bm25,paper26_hybrid,0.03333333333333333,0.25,0.3333333333333333,70.9902998059988,0.0,0.0
B1_existing_request_reply,7,musique,4hop1__105688_17130_70784_79935,global_semantic,paper26_hybrid,0.038461538461538464,0.25,0.3333333333333333,7.310199784114957,0.0,0.0
B1_existing_request_reply,7,musique,4hop2__103790_14670_8987_8974,paper26_bm25,paper26_hybrid,0.125,0.5,1.0,79.91410000249743,0.0,0.0
B1_existing_request_reply,7,musique,4hop2__105527_14670_8987_8529,paper26_bm25,paper26_bm25,0.21428571428571427,0.75,1.0,84.1425999533385,0.0,0.0
B1_existing_request_reply,7,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,global_semantic,paper26_bm25,0.0,0.0,0.0,8.000999921932817,0.0,0.0
B1_existing_request_reply,7,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,global_semantic,global_semantic,0.0,0.0,0.0,7.136800093576312,0.0,0.0
B1_existing_request_reply,7,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,global_semantic,global_semantic,0.0,0.0,0.0,4.40480001270771,0.0,0.0
B1_existing_request_reply,7,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,paper26_hybrid,global_semantic,0.0,0.0,0.0,27.1161999553442,0.0,0.0
B1_existing_request_reply,7,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,paper26_hybrid,global_semantic,0.0,0.0,0.0,67.76829995214939,0.0,0.0
B1_existing_request_reply,7,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,global_semantic,global_semantic,0.0,0.0,0.0,3.1478998716920614,0.0,0.0
B1_existing_request_reply,21,2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,paper26_bm25,paper26_bm25,0.5,0.5,1.0,21.443699952214956,0.0,0.0
B1_existing_request_reply,21,2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,paper26_bm25,paper26_hybrid,0.25,0.5,1.0,16.22479991056025,0.0,0.0
B1_existing_request_reply,21,2wikimultihopqa,002f12240bde11eba7f7acde48001122,paper26_hybrid,paper26_bm25,0.3333333333333333,0.25,1.0,9.806199930608273,0.0,0.0
B1_existing_request_reply,21,2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,global_semantic,paper26_bm25,0.2,0.25,0.25,7.921899901703,0.0,0.0
B1_existing_request_reply,21,2wikimultihopqa,005238da0bde11eba7f7acde48001122,global_semantic,global_semantic,0.0,0.0,0.0,4.843099974095821,0.0,0.0
B1_existing_request_reply,21,2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,paper26_bm25,global_semantic,0.0,0.0,0.0,27.841400122269988,0.0,0.0
B1_existing_request_reply,21,2wikimultihopqa,008b58060baf11ebab90acde48001122,paper26_hybrid,paper26_bm25,0.5,0.25,0.3333333333333333,18.761100014671683,0.0,0.0
B1_existing_request_reply,21,2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,paper26_bm25,paper26_bm25,0.125,0.25,1.0,13.349599903449416,0.0,0.0
B1_existing_request_reply,21,2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,paper26_bm25,global_semantic,0.2222222222222222,0.5,1.0,27.191199827939272,0.0,0.0
B1_existing_request_reply,21,2wikimultihopqa,0360770a0baf11ebab90acde48001122,global_semantic,global_semantic,0.3333333333333333,0.5,0.3333333333333333,6.672299932688475,0.0,0.0
B1_existing_request_reply,21,hotpotqa,5a714b645542994082a3e78b,global_semantic,paper26_bm25,0.2,0.25,0.25,5.493399919942021,0.0,0.0
B1_existing_request_reply,21,hotpotqa,5a84c4bb5542991dd0999dec,paper26_bm25,paper26_hybrid,0.2857142857142857,0.5,1.0,27.388300048187375,0.0,0.0
B1_existing_request_reply,21,hotpotqa,5a8c8502554299585d9e36d0,paper26_bm25,paper26_bm25,0.6,0.75,1.0,26.808900060132146,0.0,0.0
B1_existing_request_reply,21,hotpotqa,5abbd4035542993f40c73bcb,paper26_bm25,paper26_hybrid,0.42857142857142855,0.75,1.0,51.850900053977966,0.0,0.0
B1_existing_request_reply,21,hotpotqa,5adc3aff5542996e685252eb,paper26_bm25,paper26_hybrid,0.0,0.0,0.0,26.95009997114539,0.0,0.0
B1_existing_request_reply,21,hotpotqa,5ae6143f5542996de7b71b2d,paper26_bm25,paper26_bm25,0.2,0.25,1.0,26.854899944737554,0.0,0.0
B1_existing_request_reply,21,musique,3hop1__102087_214799_259594,paper26_bm25,paper26_bm25,0.1,0.25,1.0,38.19079999811947,0.0,0.0
B1_existing_request_reply,21,musique,3hop1__103254_214799_259594,paper26_hybrid,paper26_hybrid,0.2727272727272727,0.75,1.0,37.21320000477135,0.0,0.0
B1_existing_request_reply,21,musique,3hop2__11282_57233_56883,paper26_bm25,paper26_bm25,0.1,0.25,1.0,56.927200173959136,0.0,0.0
B1_existing_request_reply,21,musique,4hop1__105688_17130_70784_61381,paper26_bm25,paper26_hybrid,0.03333333333333333,0.25,0.3333333333333333,70.9902998059988,0.0,0.0
B1_existing_request_reply,21,musique,4hop1__105688_17130_70784_79935,global_semantic,paper26_hybrid,0.038461538461538464,0.25,0.3333333333333333,7.310199784114957,0.0,0.0
B1_existing_request_reply,21,musique,4hop2__103790_14670_8987_8974,paper26_bm25,paper26_hybrid,0.125,0.5,1.0,79.91410000249743,0.0,0.0
B1_existing_request_reply,21,musique,4hop2__105527_14670_8987_8529,paper26_bm25,paper26_bm25,0.21428571428571427,0.75,1.0,84.1425999533385,0.0,0.0
B1_existing_request_reply,21,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,global_semantic,paper26_bm25,0.0,0.0,0.0,8.000999921932817,0.0,0.0
B1_existing_request_reply,21,qasper,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,global_semantic,global_semantic,0.0,0.0,0.0,7.136800093576312,0.0,0.0
B1_existing_request_reply,21,qasper,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,global_semantic,global_semantic,0.0,0.0,0.0,4.40480001270771,0.0,0.0
B1_existing_request_reply,21,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,paper26_bm25,global_semantic,0.0,0.0,0.0,36.222599912434816,0.0,0.0
B1_existing_request_reply,21,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,paper26_bm25,global_semantic,0.0,0.0,0.0,58.54079988785088,0.0,0.0
B1_existing_request_reply,21,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,paper26_bm25,global_semantic,0.0,0.0,0.0,62.12319992482662,0.0,0.0
B1_existing_request_reply,42,2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,paper26_bm25,paper26_bm25,0.5,0.5,1.0,21.443699952214956,0.0,0.0
B1_existing_request_reply,42,2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,paper26_hybrid,paper26_hybrid,0.375,0.75,1.0,21.35600009933114,0.0,0.0
B1_existing_request_reply,42,2wikimultihopqa,002f12240bde11eba7f7acde48001122,global_semantic,paper26_bm25,0.3333333333333333,0.25,0.5,5.095199914649129,0.0,0.0
B1_existing_request_reply,42,2wikimultihopqa,00310dc8094611ebbdaeac1f6bf848b6,global_semantic,paper26_bm25,0.2,0.25,0.25,7.921899901703,0.0,0.0
B1_existing_request_reply,42,2wikimultihopqa,005238da0bde11eba7f7acde48001122,global_semantic,global_semantic,0.0,0.0,0.0,4.843099974095821,0.0,0.0
B1_existing_request_reply,42,2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,paper26_bm25,global_semantic,0.0,0.0,0.0,27.841400122269988,0.0,0.0
B1_existing_request_reply,42,2wikimultihopqa,008b58060baf11ebab90acde48001122,paper26_bm25,paper26_bm25,0.5,0.25,0.5,25.853700004518032,0.0,0.0
B1_existing_request_reply,42,2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,paper26_bm25,paper26_bm25,0.125,0.25,1.0,13.349599903449416,0.0,0.0
B1_existing_request_reply,42,2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,paper26_bm25,global_semantic,0.2222222222222222,0.5,1.0,27.191199827939272,0.0,0.0
B1_existing_request_reply,42,2wikimultihopqa,0360770a0baf11ebab90acde48001122,paper26_bm25,global_semantic,0.3333333333333333,0.5,0.3333333333333333,10.32499992288649,0.0,0.0
B1_existing_request_reply,42,hotpotqa,5a714b645542994082a3e78b,global_semantic,paper26_bm25,0.2,0.25,0.25,5.493399919942021,0.0,0.0
B1_existing_request_reply,42,hotpotqa,5a84c4bb5542991dd0999dec,paper26_hybrid,paper26_hybrid,0.42857142857142855,0.75,1.0,28.445599833503366,0.0,0.0
B1_existing_request_reply,42,hotpotqa,5a8c8502554299585d9e36d0,paper26_bm25,paper26_bm25,0.6,0.75,1.0,26.808900060132146,0.0,0.0
B1_existing_request_reply,42,hotpotqa,5abbd4035542993f40c73bcb,paper26_bm25,paper26_hybrid,0.42857142857142855,0.75,1.0,51.850900053977966,0.0,0.0
B1_existing_request_reply,42,hotpotqa,5adc3aff5542996e685252eb,paper26_bm25,paper26_hybrid,0.0,0.0,0.0,26.95009997114539,0.0,0.0
B1_existing_request_reply,42,hotpotqa,5ae6143f5542996de7b71b2d,paper26_bm25,paper26_bm25,0.2,0.25,1.0,26.854899944737554,0.0,0.0
