answer_id,condition,depth,distractor_attention_mass,evidence_attention_mass,evidence_condition,evidence_span_tokens,example_id,head,hop_over_window,layer,max_hop_distance_tokens,native_attention_mass,policy,query_pooling,query_token_count,seed,span_over_window,target_reference_uris,window
11,one_shot_oracle,2,0.2978617176413536,0.46050867438316345,oracle,14,chain-728378-d2,1,0.4375,0,7,0.24162960797548294,one_shot,final query token,6,17,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
11,one_shot_oracle,2,0.14122391492128372,0.20246873050928116,oracle,14,chain-728378-d2,2,0.4375,0,7,0.6563073545694351,one_shot,final query token,6,17,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
11,one_shot_oracle,2,0.4188096895813942,0.3305779695510864,oracle,14,chain-728378-d2,3,0.4375,0,7,0.2506123408675194,one_shot,final query token,6,17,0.875,"('controlled://728378/fact/4', 'controlled://728378/fact/0')",w16
10,one_shot_oracle,1,0.6025809794664383,0.21764501929283142,oracle,35,chain-833107-d1,0,0.4375,0,7,0.17977400124073029,one_shot,final query token,5,17,2.1875,"('controlled://833107/fact/1',)",w16
10,one_shot_oracle,1,0.9751693489961326,0.011070536449551582,oracle,35,chain-833107-d1,1,0.4375,0,7,0.013760114554315805,one_shot,final query token,5,17,2.1875,"('controlled://833107/fact/1',)",w16
10,one_shot_oracle,1,0.045659768395125866,0.7850939035415649,oracle,35,chain-833107-d1,2,0.4375,0,7,0.1692463280633092,one_shot,final query token,5,17,2.1875,"('controlled://833107/fact/1',)",w16
10,one_shot_oracle,1,0.12257257476449013,0.8426288962364197,oracle,35,chain-833107-d1,3,0.4375,0,7,0.034798528999090195,one_shot,final query token,5,17,2.1875,"('controlled://833107/fact/1',)",w16
12,one_shot_oracle,1,0.39048921316862106,0.5112557411193848,oracle,20,chain-937836-d1,0,0.3125,0,5,0.09825504571199417,one_shot,final query token,5,17,1.25,"('controlled://937836/fact/6',)",w16
12,one_shot_oracle,1,0.967216158285737,0.027685048058629036,oracle,20,chain-937836-d1,1,0.3125,0,5,0.005098793655633926,one_shot,final query token,5,17,1.25,"('controlled://937836/fact/6',)",w16
12,one_shot_oracle,1,0.36677852645516396,0.03272301331162453,oracle,20,chain-937836-d1,2,0.3125,0,5,0.6004984602332115,one_shot,final query token,5,17,1.25,"('controlled://937836/fact/6',)",w16
12,one_shot_oracle,1,0.7809624373912811,0.06474687159061432,oracle,20,chain-937836-d1,3,0.3125,0,5,0.15429069101810455,one_shot,final query token,5,17,1.25,"('controlled://937836/fact/6',)",w16
8,one_shot_oracle,1,0.575270801782608,0.23180393874645233,oracle,42,chain-1042565-d1,0,0.4375,0,7,0.19292525947093964,one_shot,final query token,5,17,2.625,"('controlled://1042565/fact/0',)",w16
8,one_shot_oracle,1,0.039884562604129314,0.9496116638183594,oracle,42,chain-1042565-d1,1,0.4375,0,7,0.01050377357751131,one_shot,final query token,5,17,2.625,"('controlled://1042565/fact/0',)",w16
8,one_shot_oracle,1,0.25809676945209503,0.13402727246284485,oracle,42,chain-1042565-d1,2,0.4375,0,7,0.6078759580850601,one_shot,final query token,5,17,2.625,"('controlled://1042565/fact/0',)",w16
8,one_shot_oracle,1,0.29350388795137405,0.5520045757293701,oracle,42,chain-1042565-d1,3,0.4375,0,7,0.15449153631925583,one_shot,final query token,5,17,2.625,"('controlled://1042565/fact/0',)",w16
12,one_shot_oracle,2,0.3954516649246216,0.4242831766605377,oracle,28,chain-1147294-d2,0,0.4375,0,7,0.1802651584148407,one_shot,final query token,6,17,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
12,one_shot_oracle,2,0.010298207227606326,0.9860240293201059,oracle,28,chain-1147294-d2,1,0.4375,0,7,0.0036777634522877634,one_shot,final query token,6,17,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
12,one_shot_oracle,2,0.606069415807724,0.04091791808605194,oracle,28,chain-1147294-d2,2,0.4375,0,7,0.35301266610622406,one_shot,final query token,6,17,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
12,one_shot_oracle,2,0.27900705486536026,0.12124747410416603,oracle,28,chain-1147294-d2,3,0.4375,0,7,0.5997454710304737,one_shot,final query token,6,17,1.75,"('controlled://1147294/fact/3', 'controlled://1147294/fact/1')",w16
7,one_shot_oracle,4,0.0,0.8307566791772842,oracle,11,chain-1252023-d4,0,0.6875,0,11,0.16924332082271576,one_shot,final query token,8,17,0.6875,"('controlled://1252023/fact/13', 'controlled://1252023/fact/12', 'controlled://1252023/fact/4', 'controlled://1252023/fact/3')",w16
7,one_shot_oracle,4,0.0,0.8806878104805946,oracle,11,chain-1252023-d4,1,0.6875,0,11,0.11931218951940536,one_shot,final query token,8,17,0.6875,"('controlled://1252023/fact/13', 'controlled://1252023/fact/12', 'controlled://1252023/fact/4', 'controlled://1252023/fact/3')",w16
7,one_shot_oracle,4,0.0,0.9730691341683269,oracle,11,chain-1252023-d4,2,0.6875,0,11,0.026930865831673145,one_shot,final query token,8,17,0.6875,"('controlled://1252023/fact/13', 'controlled://1252023/fact/12', 'controlled://1252023/fact/4', 'controlled://1252023/fact/3')",w16
7,one_shot_oracle,4,0.0,0.31609036307781935,oracle,11,chain-1252023-d4,3,0.6875,0,11,0.6839096369221807,one_shot,final query token,8,17,0.6875,"('controlled://1252023/fact/13', 'controlled://1252023/fact/12', 'controlled://1252023/fact/4', 'controlled://1252023/fact/3')",w16
9,one_shot_oracle,1,0.5572572126984596,0.25541967153549194,oracle,35,chain-1356752-d1,0,0.3125,0,5,0.18732311576604843,one_shot,final query token,5,17,2.1875,"('controlled://1356752/fact/0',)",w16
9,one_shot_oracle,1,0.7882193699479103,0.09804773330688477,oracle,35,chain-1356752-d1,1,0.3125,0,5,0.11373289674520493,one_shot,final query token,5,17,2.1875,"('controlled://1356752/fact/0',)",w16
9,one_shot_oracle,1,0.33726655691862106,0.03239557147026062,oracle,35,chain-1356752-d1,2,0.3125,0,5,0.6303378716111183,one_shot,final query token,5,17,2.1875,"('controlled://1356752/fact/0',)",w16
9,one_shot_oracle,1,0.6319012939929962,0.15269188582897186,oracle,35,chain-1356752-d1,3,0.3125,0,5,0.21540682017803192,one_shot,final query token,5,17,2.1875,"('controlled://1356752/fact/0',)",w16
13,one_shot_oracle,2,0.5109584778547287,0.3032779097557068,oracle,44,chain-1461481-d2,0,0.6875,0,11,0.18576361238956451,one_shot,final query token,6,17,2.75,"('controlled://1461481/fact/8', 'controlled://1461481/fact/7')",w16
13,one_shot_oracle,2,0.001706353505142033,0.9964344321051612,oracle,44,chain-1461481-d2,1,0.6875,0,11,0.0018592143896967173,one_shot,final query token,6,17,2.75,"('controlled://1461481/fact/8', 'controlled://1461481/fact/7')",w16
13,one_shot_oracle,2,0.3368104100227356,0.2244100607931614,oracle,44,chain-1461481-d2,2,0.6875,0,11,0.438779529184103,one_shot,final query token,6,17,2.75,"('controlled://1461481/fact/8', 'controlled://1461481/fact/7')",w16
13,one_shot_oracle,2,0.41935838013887405,0.19508881121873856,oracle,44,chain-1461481-d2,3,0.6875,0,11,0.3855528086423874,one_shot,final query token,6,17,2.75,"('controlled://1461481/fact/8', 'controlled://1461481/fact/7')",w16
12,one_shot_oracle,2,0.34801365435123444,0.5266945585608482,oracle,15,chain-1566210-d2,0,0.3125,0,5,0.12529178708791733,one_shot,final query token,6,17,0.9375,"('controlled://1566210/fact/8', 'controlled://1566210/fact/0')",w16
12,one_shot_oracle,2,0.9103289321064949,0.050076330080628395,oracle,15,chain-1566210-d2,1,0.3125,0,5,0.0395947378128767,one_shot,final query token,6,17,0.9375,"('controlled://1566210/fact/8', 'controlled://1566210/fact/0')",w16
