seed,variant,dataset,example_id,condition,answer,generated_answer,trainable_parameter_count,residual_bottleneck,lora_rank,gold_mean_logprob_delta_vs_none,gold_first_token_rank_delta_vs_none,gold_first_token_margin_delta_vs_none,pra_off_gold_logprob_exact,teacher_forced_seconds,generation_seconds,active_memory_tokens,gold_sequence_logprob,gold_mean_token_logprob,gold_first_token_probability,gold_first_token_rank,gold_first_token_margin,em,f1,answer_contained,trainable_parameter_percent,trainable_memory_bytes_fp32
11,fixed,hotpotqa,5a710a915542994082a3e504,oracle,Scott Treleaven,Edmund Mortimer.,0,0,0,-0.7938565015792847,1,-1.78125,True,0.16353669995442033,0.6046169999754056,512,-11.029139518737793,-2.7572848796844482,9.605975355952978e-05,3,-9.25,0.0,0.0,0.0,0.0,0
11,fixed,hotpotqa,5a710a915542994082a3e504,routed,Scott Treleaven,Edmund Mortimer.,0,0,0,-0.7450777292251587,2,-2.078125,True,0.1632450000033714,0.6024689000332728,384,-10.834024429321289,-2.7085061073303223,7.139297667890787e-05,4,-9.546875,0.0,0.0,0.0,0.0,0
11,fixed,hotpotqa,5a710a915542994082a3e504,direct_text,Scott Treleaven,Edmund Mortimer.,0,0,0,1.031016767024994,0,3.875,True,0.2288222000352107,0.6165438999887556,0,-3.7296464443206787,-0.9324116110801697,0.026742903515696526,2,-3.59375,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,none,no,"Yes, they collected their own data.",0,0,0,0.0,0,0.0,True,0.1449514999985695,0.7257782999658957,0,-7.124675750732422,-7.124675750732422,0.0008049940806813538,8,-7.03125,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,oracle,no,"Yes, they did collect their own data",0,0,0,-0.21262168884277344,0,-0.15625,True,0.15149810002185404,0.7708922000019811,384,-7.337297439575195,-7.337297439575195,0.000650807109195739,8,-7.1875,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,routed,no,"Yes, they did collect their own data",0,0,0,0.06777667999267578,0,0.125,True,0.15224959998158738,0.7751147000235505,384,-7.056899070739746,-7.056899070739746,0.0008614453836344182,8,-6.90625,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,direct_text,no,"Yes, they collected their own data.",0,0,0,-0.9806270599365234,3,-1.0,True,0.22040330001618713,0.7735191999818198,0,-8.105302810668945,-8.105302810668945,0.0003019336727447808,11,-8.03125,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,none,yes,"Yes, the paper clearly establishes that the",0,0,0,0.0,0,0.0,True,0.1517737999674864,0.7206079000025056,0,-5.925743579864502,-5.925743579864502,0.0026698217261582613,10,-5.4375,0.0,0.25,1.0,0.0,0
11,fixed,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,oracle,yes,"Yes, the paper clearly establishes that the",0,0,0,-0.392392635345459,-2,-0.15625,True,0.16115129995159805,0.8167775999754667,896,-6.318136215209961,-6.318136215209961,0.0018033013911917806,8,-5.59375,0.0,0.25,1.0,0.0,0
11,fixed,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,routed,yes,"Yes, the paper clearly establishes that the",0,0,0,-0.29778051376342773,0,-0.109375,True,0.15722100000130013,0.8910707999602892,384,-6.22352409362793,-6.22352409362793,0.001982247456908226,10,-5.546875,0.0,0.25,1.0,0.0,0
11,fixed,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,direct_text,yes,The paper does not explicitly address whether the,0,0,0,-1.7237658500671387,7,-1.3125,True,0.43803760001901537,0.9667146999854594,0,-7.649509429931641,-7.649509429931641,0.0004762775788549334,17,-6.75,0.0,0.0,0.0,0.0,0
11,fixed,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,none,yes,"Yes, the template-based model is realistic",0,0,0,0.0,0,0.0,True,0.14642829995136708,0.7177876000059769,0,-6.946739196777344,-6.946739196777344,0.0009617661708034575,10,-6.609375,0.0,0.25,1.0,0.0,0
11,fixed,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,oracle,yes,"Yes, the template-based model is generally",0,0,0,-0.1058664321899414,3,0.109375,True,0.15264029998797923,0.8151427999837324,1664,-7.052605628967285,-7.052605628967285,0.0008651515236124396,13,-6.5,0.0,0.25,1.0,0.0,0
11,fixed,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,routed,yes,"Yes, the template-based model is realistic",0,0,0,-0.44658946990966797,7,-0.15625,True,0.1563921999768354,0.791367000027094,384,-7.393328666687012,-7.393328666687012,0.000615344091784209,17,-6.765625,0.0,0.25,1.0,0.0,0
11,fixed,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,direct_text,yes,The template-based model is realistic because it,0,0,0,-3.8341102600097656,27,-3.9765625,True,0.92240480001783,1.3348754000035115,0,-10.78084945678711,-10.78084945678711,2.0793922885786742e-05,37,-10.5859375,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,none,yes,"No, the dataset does not feature only",0,0,0,0.0,0,0.0,True,0.14537520002340898,0.7020382999908179,0,-8.724849700927734,-8.724849700927734,0.00016249713371507823,16,-8.015625,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,oracle,yes,"No, the dataset does not feature only",0,0,0,0.06806755065917969,-3,0.09375,True,0.15370309998979792,0.7818138999864459,896,-8.656782150268555,-8.656782150268555,0.00017394314636476338,13,-7.921875,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,routed,yes,"No, the dataset does not feature only",0,0,0,-1.148672103881836,8,-1.265625,True,0.15101610001875088,0.8492400999530219,384,-9.87352180480957,-9.87352180480957,5.152096491656266e-05,24,-9.28125,0.0,0.0,0.0,0.0,0
11,fixed,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,direct_text,yes,"No, the dataset does not feature only",0,0,0,-0.6274328231811523,5,-0.671875,True,0.4324925999972038,0.9480164000415243,0,-9.352282524108887,-9.352282524108887,8.676712604938075e-05,21,-8.6875,0.0,0.0,0.0,0.0,0
11,residual_32,hotpotqa,5adc3aff5542996e685252eb,none,Sir Derek George Jacobi,The star in the film *Up at,393344,32,0,0.0,0,0.0,True,0.1577404999989085,0.7248173000407405,0,-37.75213623046875,-7.550427436828613,0.001377216773107648,4,-6.5625,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5adc3aff5542996e685252eb,oracle,Sir Derek George Jacobi,Buck Owens.,393344,32,0,2.315202236175537,21,-0.09375,True,0.1736968999612145,0.5451105000101961,388,-26.176124572753906,-5.235225200653076,0.0006746869767084718,25,-6.65625,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5adc3aff5542996e685252eb,routed,Sir Derek George Jacobi,Buck Owens.,393344,32,0,-0.3068351745605469,117,-3.3828125,True,0.17157409997889772,0.542615799990017,384,-39.286312103271484,-7.85726261138916,3.35747427016031e-05,121,-9.9453125,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5adc3aff5542996e685252eb,direct_text,Sir Derek George Jacobi,The star in the film Up at the,393344,32,0,6.5168256759643555,3,2.3125,True,0.2273357999511063,0.7665228000259958,0,-5.168008804321289,-1.0336017608642578,0.0060163759626448154,7,-4.25,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5ab56db7554299494045efc6,none,York County,Alfred is in the county of Maine,393344,32,0,0.0,0,0.0,True,0.15433749998919666,0.7211169999791309,0,-24.007061004638672,-12.003530502319336,3.8167059790428226e-11,3508,-23.96875,0.0,0.22222222222222224,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5ab56db7554299494045efc6,oracle,York County,Maine State Route 111,393344,32,0,7.112241268157959,-3478,14.6875,True,0.17087909998372197,0.849060799984727,512,-9.782578468322754,-4.891289234161377,5.65979971725028e-05,30,-9.28125,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5ab56db7554299494045efc6,routed,York County,"Maine coast, coast county, coast",393344,32,0,5.878957271575928,-3362,12.2734375,True,0.16859590000240132,0.8517891999799758,384,-12.249146461486816,-6.124573230743408,4.80070002595312e-06,146,-11.6953125,0.0,0.28571428571428575,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5ab56db7554299494045efc6,direct_text,York County,"Alfred is in York County, Maine",393344,32,0,1.3002290725708008,-2245,2.5625,True,0.3623178999987431,0.7752156999777071,0,-21.40660285949707,-10.703301429748535,5.050186380195498e-10,1263,-21.40625,0.0,0.5,1.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5ab2b863554299295394685a,none,Cushman,New Hampshire Route 118 runs,393344,32,0,0.0,0,0.0,True,0.15563659998588264,0.7297442000126466,0,-20.987762451171875,-10.493881225585938,8.551282371627167e-05,33,-9.265625,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5ab2b863554299295394685a,oracle,Cushman,"Preston County, New Hampshire.",393344,32,0,3.144960403442383,-22,2.6875,True,0.16752790001919493,0.8451052000164054,384,-14.69784164428711,-7.348920822143555,0.0009658740600571036,11,-6.578125,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5ab2b863554299295394685a,routed,Cushman,"Preston County, New Hampshire.",393344,32,0,-0.5038833618164062,-15,1.5625,True,0.17263280000770465,0.8356509000295773,384,-21.995529174804688,-10.997764587402344,0.0003133003774564713,18,-7.703125,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5ab2b863554299295394685a,direct_text,Cushman,New Hampshire Route 118 runs,393344,32,0,9.690613865852356,-31,8.203125,True,0.22149399999761954,0.7879377999925055,0,-1.606534719467163,-0.8032673597335815,0.20061127841472626,2,-1.0625,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5a710a915542994082a3e504,none,Scott Treleaven,Edmund Mortimer.,393344,32,0,0.0,0,0.0,True,0.15702699997927994,0.5614902999950573,0,-7.853713512420654,-1.9634283781051636,0.0005700837937183678,2,-7.46875,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5a710a915542994082a3e504,oracle,Scott Treleaven,Edmund Mortimer.,393344,32,0,0.9337128400802612,0,4.546875,True,0.17154070001561195,0.6726828999817371,512,-4.118862152099609,-1.0297155380249023,0.04853205010294914,2,-2.921875,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5a710a915542994082a3e504,routed,Scott Treleaven,Edmund Mortimer.,393344,32,0,0.7202794551849365,1,3.109375,True,0.1736518000252545,0.6500879999948665,384,-4.972595691680908,-1.243148922920227,0.012069717980921268,3,-4.359375,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,hotpotqa,5a710a915542994082a3e504,direct_text,Scott Treleaven,Edmund Mortimer.,393344,32,0,1.031016767024994,0,3.875,True,0.2290196999674663,0.6457593999803066,0,-3.7296464443206787,-0.9324116110801697,0.026742903515696526,2,-3.59375,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,none,no,"Yes, they collected their own data.",393344,32,0,0.0,0,0.0,True,0.1446284999838099,0.7151000000303611,0,-7.124675750732422,-7.124675750732422,0.0008049940806813538,8,-7.03125,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,oracle,no,"Yes, they collected their own data.",393344,32,0,3.462287664413452,0,4.46875,True,0.16143219999503344,0.8645918999682181,384,-3.6623880863189697,-3.6623880863189697,0.025671133771538734,8,-2.5625,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,routed,no,"Yes, they collected their own data.",393344,32,0,3.536036491394043,0,4.703125,True,0.15692330000456423,0.8364626000402495,384,-3.588639259338379,-3.588639259338379,0.027635911479592323,8,-2.328125,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,direct_text,no,"Yes, they collected their own data.",393344,32,0,-0.9806270599365234,3,-1.0,True,0.22276169998804107,0.7816127000260167,0,-8.105302810668945,-8.105302810668945,0.0003019336727447808,11,-8.03125,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,none,yes,"Yes, the paper clearly establishes that the",393344,32,0,0.0,0,0.0,True,0.15089200000511482,0.7183779000188224,0,-5.925743579864502,-5.925743579864502,0.0026698217261582613,10,-5.4375,0.0,0.25,1.0,0.06599178807036833,1573376
11,residual_32,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,oracle,yes,"Briefly and directly: No,",393344,32,0,-0.049346923828125,8,0.3046875,True,0.16957559995353222,0.8592248000204563,896,-5.975090503692627,-5.975090503692627,0.002541271736845374,18,-5.1328125,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,routed,yes,"Briefly and directly: No,",393344,32,0,-0.006734371185302734,7,0.3828125,True,0.16748529998585582,0.8639124000328593,384,-5.932477951049805,-5.932477951049805,0.002651902846992016,17,-5.0546875,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,direct_text,yes,The paper does not explicitly address whether the,393344,32,0,-1.7237658500671387,7,-1.3125,True,0.4305795999825932,0.9609660999849439,0,-7.649509429931641,-7.649509429931641,0.0004762775788549334,17,-6.75,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,none,yes,"Yes, the template-based model is realistic",393344,32,0,0.0,0,0.0,True,0.14398589998017997,0.7100519000086933,0,-6.946739196777344,-6.946739196777344,0.0009617661708034575,10,-6.609375,0.0,0.25,1.0,0.06599178807036833,1573376
11,residual_32,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,oracle,yes,Basing a model on a template is,393344,32,0,1.0206241607666016,11,1.578125,True,0.16372439998667687,0.86211850005202,1664,-5.926115036010742,-5.926115036010742,0.002668830333277583,21,-5.03125,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,routed,yes,Barely a model with a key,393344,32,0,0.7830562591552734,17,1.3671875,True,0.15969770000083372,0.8411799999885261,384,-6.16368293762207,-6.16368293762207,0.002104487968608737,27,-5.2421875,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,direct_text,yes,The template-based model is realistic because it,393344,32,0,-3.8341102600097656,27,-3.9765625,True,0.9179480000166222,1.3231966000166722,0,-10.78084945678711,-10.78084945678711,2.0793922885786742e-05,37,-10.5859375,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,none,yes,"No, the dataset does not feature only",393344,32,0,0.0,0,0.0,True,0.14465229999041185,0.7164486999972723,0,-8.724849700927734,-8.724849700927734,0.00016249713371507823,16,-8.015625,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,oracle,yes,"Basing on the question, the dataset",393344,32,0,1.4721298217773438,10,1.1953125,True,0.16178470000158995,0.8487575000035577,896,-7.252719879150391,-7.252719879150391,0.0007082453230395913,26,-6.8203125,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,routed,yes,"Briefly and directly: No,",393344,32,0,0.5084104537963867,14,0.4140625,True,0.16007689997786656,0.8235610999981873,384,-8.216439247131348,-8.216439247131348,0.0002701754856389016,30,-7.6015625,0.0,0.0,0.0,0.06599178807036833,1573376
11,residual_32,qasper,1808.10245:da9c0637623885afaf023a319beee87898948fe9,direct_text,yes,"No, the dataset does not feature only",393344,32,0,-0.6274328231811523,5,-0.671875,True,0.43301470001460984,0.9609285999904387,0,-9.352282524108887,-9.352282524108887,8.676712604938075e-05,21,-8.6875,0.0,0.0,0.0,0.06599178807036833,1573376
11,lora_o_r2,hotpotqa,5adc3aff5542996e685252eb,none,Sir Derek George Jacobi,The star in the film *Up at,24576,0,2,0.0,0,0.0,True,0.15794830000959337,0.7329769000061788,0,-37.75213623046875,-7.550427436828613,0.001377216773107648,4,-6.5625,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5adc3aff5542996e685252eb,oracle,Sir Derek George Jacobi,The star in the film *Up at,24576,0,2,2.0553641319274902,1,4.734375,True,0.16454099997645244,0.8023524000309408,388,-27.47531509399414,-5.495063304901123,0.03735167160630226,5,-1.828125,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5adc3aff5542996e685252eb,routed,Sir Derek George Jacobi,The star in the film *Up at,24576,0,2,0.7195143699645996,16,2.4609375,True,0.16328159999102354,0.8203147000167519,384,-34.154563903808594,-6.830913066864014,0.006713618990033865,20,-4.1015625,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5adc3aff5542996e685252eb,direct_text,Sir Derek George Jacobi,The star in the film Up at the,24576,0,2,6.5168256759643555,3,2.3125,True,0.2288162999902852,0.7893015999579802,0,-5.168008804321289,-1.0336017608642578,0.0060163759626448154,7,-4.25,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5ab56db7554299494045efc6,none,York County,Alfred is in the county of Maine,24576,0,2,0.0,0,0.0,True,0.1552747000241652,0.7247365000075661,0,-24.007061004638672,-12.003530502319336,3.8167059790428226e-11,3508,-23.96875,0.0,0.22222222222222224,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5ab56db7554299494045efc6,oracle,York County,Alfred is in Maine.,24576,0,2,3.7109079360961914,-2882,7.5703125,True,0.16333780001150444,0.7135416999808513,512,-16.58524513244629,-8.292622566223145,6.347216441326964e-08,626,-16.3984375,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5ab56db7554299494045efc6,routed,York County,Alfred is in the county of Maine,24576,0,2,2.6147232055664062,-2025,5.25,True,0.1623054000083357,0.9498519999906421,384,-18.77761459350586,-9.38880729675293,7.084532072099137e-09,1483,-18.71875,0.0,0.22222222222222224,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5ab56db7554299494045efc6,direct_text,York County,"Alfred is in York County, Maine",24576,0,2,1.3002290725708008,-2245,2.5625,True,0.59497699997155,0.7988555000047199,0,-21.40660285949707,-10.703301429748535,5.050186380195498e-10,1263,-21.40625,0.0,0.5,1.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5ab2b863554299295394685a,none,Cushman,New Hampshire Route 118 runs,24576,0,2,0.0,0,0.0,True,0.1540546000469476,0.7259791999822482,0,-20.987762451171875,-10.493881225585938,8.551282371627167e-05,33,-9.265625,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5ab2b863554299295394685a,oracle,Cushman,New Hampshire Route 118 runs,24576,0,2,1.9844722747802734,-16,2.78125,True,0.16356010001618415,0.8092299000127241,384,-17.018817901611328,-8.509408950805664,0.0013591829920187593,17,-6.484375,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5ab2b863554299295394685a,routed,Cushman,New Hampshire Route 118 runs,24576,0,2,0.7393798828125,-18,2.296875,True,0.16331029997672886,0.8006754000089131,384,-19.509002685546875,-9.754501342773438,0.0008644451154395938,15,-6.96875,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5ab2b863554299295394685a,direct_text,Cushman,New Hampshire Route 118 runs,24576,0,2,9.690613865852356,-31,8.203125,True,0.2226331999991089,0.8014710000134073,0,-1.606534719467163,-0.8032673597335815,0.20061127841472626,2,-1.0625,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5a710a915542994082a3e504,none,Scott Treleaven,Edmund Mortimer.,24576,0,2,0.0,0,0.0,True,0.15744809998432174,0.5588570999680087,0,-7.853713512420654,-1.9634283781051636,0.0005700837937183678,2,-7.46875,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5a710a915542994082a3e504,oracle,Scott Treleaven,Edmund Mortimer.,24576,0,2,-0.0756155252456665,0,0.9375,True,0.16529390000505373,0.7122320999624208,512,-8.15617561340332,-2.03904390335083,0.0014523242134600878,2,-6.53125,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5a710a915542994082a3e504,routed,Scott Treleaven,Edmund Mortimer.,24576,0,2,-0.00257265567779541,0,0.75,True,0.16840820002835244,0.614432799979113,384,-7.864004135131836,-1.966001033782959,0.0012044947361573577,2,-6.71875,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,hotpotqa,5a710a915542994082a3e504,direct_text,Scott Treleaven,Edmund Mortimer.,24576,0,2,1.031016767024994,0,3.875,True,0.23017709999112412,0.6576609999756329,0,-3.7296464443206787,-0.9324116110801697,0.026742903515696526,2,-3.59375,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,none,no,"Yes, they collected their own data.",24576,0,2,0.0,0,0.0,True,0.14434550004079938,0.775034099991899,0,-7.124675750732422,-7.124675750732422,0.0008049940806813538,8,-7.03125,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,oracle,no,"Yes, they did collect their own data",24576,0,2,0.8942146301269531,-1,1.015625,True,0.16023529996164143,0.7950763999833725,384,-6.230461120605469,-6.230461120605469,0.001968543976545334,7,-6.015625,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,routed,no,"Yes, they did collect their own data",24576,0,2,1.2136049270629883,-1,1.34375,True,0.1568579999729991,0.8287862000288442,384,-5.911070823669434,-5.911070823669434,0.0027092848904430866,7,-5.6875,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,qasper,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,direct_text,no,"Yes, they collected their own data.",24576,0,2,-0.9806270599365234,3,-1.0,True,0.22037250001449138,0.8289983000140637,0,-8.105302810668945,-8.105302810668945,0.0003019336727447808,11,-8.03125,0.0,0.0,0.0,0.004123144584936778,98304
11,lora_o_r2,qasper,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,none,yes,"Yes, the paper clearly establishes that the",24576,0,2,0.0,0,0.0,True,0.15347010002005845,0.7641469000373036,0,-5.925743579864502,-5.925743579864502,0.0026698217261582613,10,-5.4375,0.0,0.25,1.0,0.004123144584936778,98304
