answer_correct,case_id,condition,constraint_violation,decode_calls_with_memory,decode_lifetime_pass,duplication_ratio,expected_token_id,expected_token_rank,format_compliant,generated_text,generation_seconds,layer_count,layers,merged_interval_count,overlap_removed_tokens,protocol,query_position_offset,raw_interval_count,raw_selected_tokens,required_evidence_use,scope,selected_reference_count,target_span_tokens,unique_native_tokens
1,independent_parallel-low-s11,A4_A5_SELECTED_WINDOW_32,0,224,1,1.2549019607843137,11692,1,1,ANSWER= saffronicorn,3.6701086000539362,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,13,paper8-native-bug-ablation-v2,51,2,64,1.0,native,1,32,51
0,independent_parallel-low-s11,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,52998,0,,0.6670786999166012,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,51,1,14,0.0,native,1,,14
0,independent_parallel-low-s11,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,72,1,2.0,11692,1,1,ANSWER= 0115878777777,4.613852599868551,4,"[11, 17, 23, 27]",1,51,paper8-native-bug-ablation-v2,51,2,102,0.0,native,1,full,51
0,independent_parallel-low-s11,LAYER_ABLATION_FULL_SELECTED_LATE1,0,24,1,2.0,11692,1,1,ANSWER= 1=<102587878789975454,5.039936399785802,1,[27],1,51,paper8-native-bug-ablation-v2,51,2,102,0.0,native,1,full,51
0,linear_dependency-low-s23,NATIVE_FULL_SESSION,0,672,1,1.0,11692,7,1,"</think>

ANSWER=task= [{""task"": ""t=Resolve legal_f7,verification_code"": ""t7",11.501492700073868,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,52,8,344,0.0,native,8,full,344
0,linear_dependency-low-s23,NATIVE_FULL_TASK_SCOPE,0,168,1,1.0,11692,1,1,ANSWER= +elm,1.9727503000758588,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,49,2,86,0.5,native,2,full,86
0,linear_dependency-low-s23,A1_REQUIRED_RECORDS_FULL,0,168,1,1.0,11692,1,1,ANSWER= +elm,2.1728330000769347,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,49,2,86,0.5,native,2,full,86
0,linear_dependency-low-s23,A2_SELECTED_RECORDS_FULL,0,168,1,2.0,11692,1,1,ANSWER= +elm,2.076676500029862,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,86,paper8-native-bug-ablation-v2,49,4,172,0.5,native,2,full,86
0,linear_dependency-low-s23,A3_SELECTED_PLUS_REQUIRED_FULL,0,168,1,1.0,11692,1,1,ANSWER= +elm,2.1836115999612957,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,49,2,86,0.5,native,2,full,86
0,linear_dependency-low-s23,A4_A5_SELECTED_WINDOW_512,0,168,1,2.0,11692,1,1,ANSWER= +elm,2.0487949000671506,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,86,paper8-native-bug-ablation-v2,49,4,172,0.5,native,2,512,86
0,linear_dependency-low-s23,A4_A5_SELECTED_WINDOW_256,0,168,1,2.0,11692,1,1,ANSWER= +elm,2.1179330998566,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,86,paper8-native-bug-ablation-v2,49,4,172,0.5,native,2,256,86
0,linear_dependency-low-s23,A4_A5_SELECTED_WINDOW_128,0,168,1,2.0,11692,1,1,ANSWER= +elm,2.07489539985545,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,86,paper8-native-bug-ablation-v2,49,4,172,0.5,native,2,128,86
0,linear_dependency-low-s23,A4_A5_SELECTED_WINDOW_96,0,168,1,2.0,11692,1,1,ANSWER= +elm,2.1159365999046713,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,86,paper8-native-bug-ablation-v2,49,4,172,0.5,native,2,96,86
0,linear_dependency-low-s23,A4_A5_SELECTED_WINDOW_64,0,168,1,2.0,11692,1,1,ANSWER= +elm,2.0950655001215637,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,86,paper8-native-bug-ablation-v2,49,4,172,0.5,native,2,64,86
0,linear_dependency-low-s23,A4_A5_SELECTED_WINDOW_32,0,168,1,1.4883720930232558,11692,1,1,ANSWER= +elm,1.9878022000193596,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,42,paper8-native-bug-ablation-v2,49,4,128,0.5,native,2,32,86
0,linear_dependency-low-s23,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,50778,0,,0.4260576998349279,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",2,0,paper8-native-bug-ablation-v2,49,2,24,0.0,native,2,,24
0,linear_dependency-low-s23,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,44,1,2.0,11692,1,1,ANSWER= Resolve legal filing for scope t7,2.3886662998702377,4,"[11, 17, 23, 27]",2,86,paper8-native-bug-ablation-v2,49,4,172,0.0,native,2,full,86
0,linear_dependency-low-s23,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11,1,2.0,11692,1,1,ANSWER= Resolve legal filing for scope t7,2.068728599930182,1,[27],2,86,paper8-native-bug-ablation-v2,49,4,172,0.0,native,2,full,86
0,join-low-s37,NATIVE_FULL_SESSION,0,672,1,1.0,11692,6,1,"</think>

ANSWER=task= [{""task"": ""t=Resolve legal_f7,verification_code"": ""t7",12.159462300129235,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,51,8,342,0.0,native,8,full,342
0,join-low-s37,NATIVE_FULL_TASK_SCOPE,0,588,1,1.0,11692,1,1,ANSWER= Resolve legal filing code: cobaltectobalticobalt+task=cob,7.588206300046295,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,0,paper8-native-bug-ablation-v2,50,4,169,0.3333333333333333,native,4,full,169
0,join-low-s37,A1_REQUIRED_RECORDS_FULL,0,364,1,1.0,11692,1,1,ANSWER= Resolve legal filing_code=+cobaltant,4.704616299830377,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",3,0,paper8-native-bug-ablation-v2,49,3,119,0.3333333333333333,native,3,full,119
0,join-low-s37,A2_SELECTED_RECORDS_FULL,0,588,1,2.0,11692,1,1,ANSWER= Resolve legal filing code: cobaltectobalticobalt+task=cob,7.6971581999678165,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,169,paper8-native-bug-ablation-v2,50,8,338,0.3333333333333333,native,4,full,169
0,join-low-s37,A3_SELECTED_PLUS_REQUIRED_FULL,0,588,1,1.0,11692,1,1,ANSWER= Resolve legal filing code: cobaltectobalticobalt+task=cob,8.158465000102296,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,0,paper8-native-bug-ablation-v2,50,4,169,0.3333333333333333,native,4,full,169
0,join-low-s37,A4_A5_SELECTED_WINDOW_512,0,588,1,2.0,11692,1,1,ANSWER= Resolve legal filing code: cobaltectobalticobalt+task=cob,8.103542299941182,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,169,paper8-native-bug-ablation-v2,50,8,338,0.3333333333333333,native,4,512,169
0,join-low-s37,A4_A5_SELECTED_WINDOW_256,0,588,1,2.0,11692,1,1,ANSWER= Resolve legal filing code: cobaltectobalticobalt+task=cob,8.542922700056806,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,169,paper8-native-bug-ablation-v2,50,8,338,0.3333333333333333,native,4,256,169
0,join-low-s37,A4_A5_SELECTED_WINDOW_128,0,588,1,2.0,11692,1,1,ANSWER= Resolve legal filing code: cobaltectobalticobalt+task=cob,8.863247899804264,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,169,paper8-native-bug-ablation-v2,50,8,338,0.3333333333333333,native,4,128,169
0,join-low-s37,A4_A5_SELECTED_WINDOW_96,0,588,1,2.0,11692,1,1,ANSWER= Resolve legal filing code: cobaltectobalticobalt+task=cob,11.288140499964356,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,169,paper8-native-bug-ablation-v2,50,8,338,0.3333333333333333,native,4,96,169
0,join-low-s37,A4_A5_SELECTED_WINDOW_64,0,588,1,2.0,11692,1,1,ANSWER= Resolve legal filing code: cobaltectobalticobalt+task=cob,8.02981310011819,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,169,paper8-native-bug-ablation-v2,50,8,338,0.3333333333333333,native,4,64,169
0,join-low-s37,A4_A5_SELECTED_WINDOW_32,0,588,1,1.514792899408284,11692,1,1,ANSWER= Resolve legal filing code: cobaltectobalticobalt+task=cob,7.852893400005996,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",4,87,paper8-native-bug-ablation-v2,50,8,256,0.3333333333333333,native,4,32,169
0,join-low-s37,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,6595,0,,0.42879600008018315,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",3,0,paper8-native-bug-ablation-v2,49,3,59,0.0,native,3,,59
0,join-low-s37,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,44,1,2.0,11692,1,1,ANSWER= Resolve legal filing for scope t7,2.2398997999262065,4,"[11, 17, 23, 27]",4,169,paper8-native-bug-ablation-v2,50,8,338,0.0,native,4,full,169
0,join-low-s37,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11,1,2.0,11692,1,1,ANSWER= Resolve legal filing for scope t7,2.0204946000594646,1,[27],4,169,paper8-native-bug-ablation-v2,50,8,338,0.0,native,4,full,169
0,resumption-low-s53,NATIVE_FULL_SESSION,0,672,1,1.0,11692,1,1,"ANSWER= ANSWER=VER=VER=VERIFIED=VERIFIED=VERIFIED=0{""VERIFIED=",11.522004099795595,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,52,8,346,0.0,native,8,full,346
1,resumption-low-s53,NATIVE_FULL_TASK_SCOPE,0,168,1,1.0,11692,1,1,ANSWER= nectar,1.8390190999489278,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,33,1,33,1.0,native,1,full,33
1,resumption-low-s53,A1_REQUIRED_RECORDS_FULL,0,168,1,1.0,11692,1,1,ANSWER= nectar,2.0185856998432428,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,33,1,33,1.0,native,1,full,33
1,resumption-low-s53,A2_SELECTED_RECORDS_FULL,0,168,1,2.0,11692,1,1,ANSWER= nectar,1.8687219000421464,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,33,paper8-native-bug-ablation-v2,33,2,66,1.0,native,1,full,33
1,resumption-low-s53,A3_SELECTED_PLUS_REQUIRED_FULL,0,168,1,1.0,11692,1,1,ANSWER= nectar,1.899987099925056,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,33,1,33,1.0,native,1,full,33
1,resumption-low-s53,A4_A5_SELECTED_WINDOW_512,0,168,1,2.0,11692,1,1,ANSWER= nectar,1.841108800144866,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,33,paper8-native-bug-ablation-v2,33,2,66,1.0,native,1,512,33
1,resumption-low-s53,A4_A5_SELECTED_WINDOW_256,0,168,1,2.0,11692,1,1,ANSWER= nectar,2.006464899983257,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,33,paper8-native-bug-ablation-v2,33,2,66,1.0,native,1,256,33
1,resumption-low-s53,A4_A5_SELECTED_WINDOW_128,0,168,1,2.0,11692,1,1,ANSWER= nectar,2.0432011999655515,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,33,paper8-native-bug-ablation-v2,33,2,66,1.0,native,1,128,33
1,resumption-low-s53,A4_A5_SELECTED_WINDOW_96,0,168,1,2.0,11692,1,1,ANSWER= nectar,2.0025142999365926,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,33,paper8-native-bug-ablation-v2,33,2,66,1.0,native,1,96,33
1,resumption-low-s53,A4_A5_SELECTED_WINDOW_64,0,168,1,2.0,11692,1,1,ANSWER= nectar,2.0069850001018494,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,33,paper8-native-bug-ablation-v2,33,2,66,1.0,native,1,64,33
1,resumption-low-s53,A4_A5_SELECTED_WINDOW_32,0,168,1,1.9393939393939394,11692,1,1,ANSWER= nectar,2.194900200003758,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,31,paper8-native-bug-ablation-v2,33,2,64,1.0,native,1,32,33
0,resumption-low-s53,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,13280,0,,0.3864929999690503,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,33,1,13,0.0,native,1,,13
0,resumption-low-s53,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,96,1,2.0,11692,1,1,ANSWER= <code>000000000000000000,5.033051299862564,4,"[11, 17, 23, 27]",1,33,paper8-native-bug-ablation-v2,33,2,66,0.0,native,1,full,33
0,resumption-low-s53,LAYER_ABLATION_FULL_SELECTED_LATE1,0,24,1,2.0,11692,1,1,ANSWER= <verification_code>0>000000000000000,4.619170299964026,1,[27],1,33,paper8-native-bug-ablation-v2,33,2,66,0.0,native,1,full,33
0,conflicting_state-low-s71,NATIVE_FULL_SESSION,0,392,1,1.0,11692,1,1,ANSWER= ANSWER=verification_code=verification_code=kloe,6.727097700117156,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,paper8-native-bug-ablation-v2,54,8,369,0.0,native,8,full,369
1,conflicting_state-low-s71,NATIVE_FULL_TASK_SCOPE,0,196,1,1.0,11692,1,1,ANSWER= lilacme,2.237131099915132,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,42,1,42,1.0,native,1,full,42
1,conflicting_state-low-s71,A1_REQUIRED_RECORDS_FULL,0,196,1,1.0,11692,1,1,ANSWER= lilacme,2.274764599977061,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,42,1,42,1.0,native,1,full,42
1,conflicting_state-low-s71,A2_SELECTED_RECORDS_FULL,0,196,1,2.0,11692,1,1,ANSWER= lilacme,2.1172325999941677,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,42,paper8-native-bug-ablation-v2,42,2,84,1.0,native,1,full,42
1,conflicting_state-low-s71,A3_SELECTED_PLUS_REQUIRED_FULL,0,196,1,1.0,11692,1,1,ANSWER= lilacme,2.3061228999868035,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,42,1,42,1.0,native,1,full,42
1,conflicting_state-low-s71,A4_A5_SELECTED_WINDOW_512,0,196,1,2.0,11692,1,1,ANSWER= lilacme,2.283385199960321,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,42,paper8-native-bug-ablation-v2,42,2,84,1.0,native,1,512,42
1,conflicting_state-low-s71,A4_A5_SELECTED_WINDOW_256,0,196,1,2.0,11692,1,1,ANSWER= lilacme,2.0228140000253916,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,42,paper8-native-bug-ablation-v2,42,2,84,1.0,native,1,256,42
1,conflicting_state-low-s71,A4_A5_SELECTED_WINDOW_128,0,196,1,2.0,11692,1,1,ANSWER= lilacme,2.2870044000446796,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,42,paper8-native-bug-ablation-v2,42,2,84,1.0,native,1,128,42
1,conflicting_state-low-s71,A4_A5_SELECTED_WINDOW_96,0,196,1,2.0,11692,1,1,ANSWER= lilacme,2.1687614999245852,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,42,paper8-native-bug-ablation-v2,42,2,84,1.0,native,1,96,42
1,conflicting_state-low-s71,A4_A5_SELECTED_WINDOW_64,0,196,1,2.0,11692,1,1,ANSWER= lilacme,2.176382099976763,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,42,paper8-native-bug-ablation-v2,42,2,84,1.0,native,1,64,42
1,conflicting_state-low-s71,A4_A5_SELECTED_WINDOW_32,0,196,1,1.5238095238095237,11692,1,1,ANSWER= lilacme,2.03076080000028,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,22,paper8-native-bug-ablation-v2,42,2,64,1.0,native,1,32,42
0,conflicting_state-low-s71,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,28,1,1.0,11692,8302,0,,0.4236091000493616,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,paper8-native-bug-ablation-v2,42,1,24,0.0,native,1,,24
0,conflicting_state-low-s71,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,28,1,2.0,11692,1,1,ANSWER= <value>,1.3754160001408309,4,"[11, 17, 23, 27]",1,42,paper8-native-bug-ablation-v2,42,2,84,0.0,native,1,full,42
0,conflicting_state-low-s71,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11,1,2.0,11692,1,1,ANSWER= <value> resolve_acme>,2.1894023998174816,1,[27],1,42,paper8-native-bug-ablation-v2,42,2,84,0.0,native,1,full,42
