budget_parents,chain_completion,complete_oracle,dataset,example_id,method,mode,one_shot_oracle_hit_preservation,oracle_jaccard,oracle_precision,oracle_recall,seed,selected_parent_ids
5,1.0,1.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,parent_closure,family_zscore,1.0,0.2,0.2,1.0,11,"[0, 1, 4, 7, 9]"
5,1.0,1.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,parent_closure,family_quantile,1.0,0.2,0.2,1.0,11,"[0, 1, 4, 7, 9]"
5,0.0,0.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,actual,1.0,0.0,0.0,0.0,11,"[3, 7, 10, 14, 22]"
5,0.0,0.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,family_zscore,1.0,0.0,0.0,0.0,11,"[3, 7, 10, 14, 22]"
5,0.0,0.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,family_quantile,1.0,0.0,0.0,0.0,11,"[3, 7, 10, 14, 22]"
2,0.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,actual,1.0,0.3333333333333333,0.5,0.5,23,"[1, 4]"
2,0.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,family_zscore,1.0,0.3333333333333333,0.5,0.5,23,"[1, 4]"
2,0.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,family_quantile,1.0,0.3333333333333333,0.5,0.5,23,"[1, 4]"
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,actual,1.0,0.0,0.0,0.0,23,[0]
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,family_zscore,1.0,0.0,0.0,0.0,23,[0]
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,family_quantile,1.0,0.0,0.0,0.0,23,[0]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,actual,1.0,0.3333333333333333,1.0,0.3333333333333333,23,[0]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,family_zscore,1.0,0.3333333333333333,1.0,0.3333333333333333,23,[0]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,family_quantile,1.0,0.3333333333333333,1.0,0.3333333333333333,23,[0]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,actual,1.0,0.0,0.0,0.0,23,[3]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,family_zscore,1.0,0.0,0.0,0.0,23,[3]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,family_quantile,1.0,0.0,0.0,0.0,23,[3]
2,0.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,actual,1.0,0.0,0.0,0.0,23,"[0, 1]"
2,0.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,family_zscore,1.0,0.0,0.0,0.0,23,"[0, 1]"
2,0.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,family_quantile,1.0,0.0,0.0,0.0,23,"[0, 1]"
2,0.0,0.0,hotpotqa,5a80d6be55429938b6142206,parent_closure,actual,1.0,0.0,0.0,0.0,23,"[0, 1]"
2,0.0,0.0,hotpotqa,5a80d6be55429938b6142206,parent_closure,family_zscore,1.0,0.0,0.0,0.0,23,"[0, 1]"
2,0.0,0.0,hotpotqa,5a80d6be55429938b6142206,parent_closure,family_quantile,1.0,0.0,0.0,0.0,23,"[0, 1]"
2,0.0,0.0,hotpotqa,5ab88c075542991b5579efbe,parent_closure,actual,1.0,0.3333333333333333,0.5,0.5,23,"[2, 4]"
2,0.0,0.0,hotpotqa,5ab88c075542991b5579efbe,parent_closure,family_zscore,1.0,0.3333333333333333,0.5,0.5,23,"[2, 4]"
2,0.0,0.0,hotpotqa,5ab88c075542991b5579efbe,parent_closure,family_quantile,1.0,0.3333333333333333,0.5,0.5,23,"[2, 4]"
3,1.0,1.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,parent_closure,actual,1.0,0.3333333333333333,0.3333333333333333,1.0,23,"[0, 1, 10]"
3,1.0,1.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,parent_closure,family_zscore,1.0,0.3333333333333333,0.3333333333333333,1.0,23,"[0, 7, 10]"
3,1.0,1.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,parent_closure,family_quantile,1.0,0.3333333333333333,0.3333333333333333,1.0,23,"[0, 7, 10]"
3,1.0,1.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,parent_closure,actual,1.0,0.3333333333333333,0.3333333333333333,1.0,23,"[0, 3, 12]"
3,1.0,1.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,parent_closure,family_zscore,1.0,0.3333333333333333,0.3333333333333333,1.0,23,"[0, 3, 12]"
3,1.0,1.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,parent_closure,family_quantile,1.0,0.3333333333333333,0.3333333333333333,1.0,23,"[0, 3, 12]"
4,0.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,parent_closure,actual,1.0,0.2,0.25,0.5,23,"[0, 10, 14, 15]"
4,0.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,parent_closure,family_zscore,1.0,0.2,0.25,0.5,23,"[0, 10, 14, 15]"
4,0.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,parent_closure,family_quantile,1.0,0.2,0.25,0.5,23,"[0, 10, 14, 15]"
2,1.0,1.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,parent_closure,actual,1.0,0.5,0.5,1.0,23,"[0, 2]"
2,1.0,1.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,parent_closure,family_zscore,1.0,0.5,0.5,1.0,23,"[0, 2]"
2,1.0,1.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,parent_closure,family_quantile,1.0,0.5,0.5,1.0,23,"[0, 2]"
5,1.0,1.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,parent_closure,actual,1.0,0.2,0.2,1.0,23,"[0, 1, 4, 7, 13]"
5,1.0,1.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,parent_closure,family_zscore,1.0,0.2,0.2,1.0,23,"[0, 1, 4, 7, 13]"
5,1.0,1.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,parent_closure,family_quantile,1.0,0.2,0.2,1.0,23,"[0, 1, 4, 7, 13]"
5,1.0,1.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,actual,1.0,0.2,0.2,1.0,23,"[0, 1, 3, 10, 22]"
5,1.0,1.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,family_zscore,1.0,0.2,0.2,1.0,23,"[0, 1, 3, 10, 22]"
5,1.0,1.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,family_quantile,1.0,0.2,0.2,1.0,23,"[0, 1, 3, 10, 22]"
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,actual,1.0,0.3333333333333333,0.5,0.5,37,"[1, 3]"
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,family_zscore,1.0,0.3333333333333333,0.5,0.5,37,"[1, 3]"
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,family_quantile,1.0,0.3333333333333333,0.5,0.5,37,"[1, 3]"
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,actual,1.0,0.0,0.0,0.0,37,[0]
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,family_zscore,1.0,0.0,0.0,0.0,37,[0]
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,family_quantile,1.0,0.0,0.0,0.0,37,[0]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,actual,1.0,0.3333333333333333,1.0,0.3333333333333333,37,[0]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,family_zscore,1.0,0.3333333333333333,1.0,0.3333333333333333,37,[0]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,family_quantile,1.0,0.3333333333333333,1.0,0.3333333333333333,37,[0]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,actual,1.0,0.0,0.0,0.0,37,[3]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,family_zscore,1.0,0.0,0.0,0.0,37,[3]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,family_quantile,1.0,0.0,0.0,0.0,37,[3]
2,1.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,actual,1.0,0.3333333333333333,0.5,0.5,37,"[2, 4]"
2,1.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,family_zscore,1.0,0.3333333333333333,0.5,0.5,37,"[2, 4]"
2,1.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,family_quantile,1.0,0.3333333333333333,0.5,0.5,37,"[2, 4]"
2,0.0,0.0,hotpotqa,5a80d6be55429938b6142206,parent_closure,actual,1.0,0.0,0.0,0.0,37,"[0, 5]"
2,0.0,0.0,hotpotqa,5a80d6be55429938b6142206,parent_closure,family_zscore,1.0,0.0,0.0,0.0,37,"[0, 3]"
2,0.0,0.0,hotpotqa,5a80d6be55429938b6142206,parent_closure,family_quantile,1.0,0.0,0.0,0.0,37,"[0, 5]"
2,0.0,0.0,hotpotqa,5ab88c075542991b5579efbe,parent_closure,actual,1.0,0.3333333333333333,0.5,0.5,37,"[1, 4]"
2,0.0,0.0,hotpotqa,5ab88c075542991b5579efbe,parent_closure,family_zscore,1.0,0.0,0.0,0.0,37,"[1, 2]"
2,0.0,0.0,hotpotqa,5ab88c075542991b5579efbe,parent_closure,family_quantile,1.0,0.0,0.0,0.0,37,"[1, 2]"
3,1.0,1.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,parent_closure,actual,1.0,0.3333333333333333,0.3333333333333333,1.0,37,"[0, 7, 10]"
3,1.0,1.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,parent_closure,family_zscore,1.0,0.3333333333333333,0.3333333333333333,1.0,37,"[0, 7, 10]"
3,1.0,1.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,parent_closure,family_quantile,1.0,0.3333333333333333,0.3333333333333333,1.0,37,"[0, 7, 10]"
3,1.0,1.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,parent_closure,actual,1.0,0.3333333333333333,0.3333333333333333,1.0,37,"[0, 2, 10]"
3,1.0,1.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,parent_closure,family_zscore,1.0,0.3333333333333333,0.3333333333333333,1.0,37,"[0, 2, 10]"
3,1.0,1.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,parent_closure,family_quantile,1.0,0.3333333333333333,0.3333333333333333,1.0,37,"[0, 2, 10]"
4,0.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,parent_closure,actual,1.0,0.2,0.25,0.5,37,"[0, 5, 6, 10]"
4,0.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,parent_closure,family_zscore,1.0,0.2,0.25,0.5,37,"[0, 5, 6, 10]"
4,0.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,parent_closure,family_quantile,1.0,0.2,0.25,0.5,37,"[0, 5, 6, 10]"
2,1.0,1.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,parent_closure,actual,1.0,0.5,0.5,1.0,37,"[0, 1]"
2,1.0,1.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,parent_closure,family_zscore,1.0,0.5,0.5,1.0,37,"[0, 2]"
2,1.0,1.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,parent_closure,family_quantile,1.0,0.5,0.5,1.0,37,"[0, 1]"
5,1.0,1.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,parent_closure,actual,1.0,0.2,0.2,1.0,37,"[0, 1, 4, 17, 19]"
5,1.0,1.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,parent_closure,family_zscore,1.0,0.2,0.2,1.0,37,"[0, 1, 4, 17, 19]"
5,1.0,1.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,parent_closure,family_quantile,1.0,0.2,0.2,1.0,37,"[0, 1, 4, 17, 19]"
5,1.0,1.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,actual,1.0,0.2,0.2,1.0,37,"[0, 1, 18, 22, 23]"
5,1.0,1.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,family_zscore,1.0,0.2,0.2,1.0,37,"[0, 1, 18, 22, 23]"
5,1.0,1.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,family_quantile,1.0,0.2,0.2,1.0,37,"[0, 1, 18, 22, 23]"
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,actual,1.0,0.3333333333333333,0.5,0.5,53,"[1, 3]"
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,family_zscore,1.0,0.3333333333333333,0.5,0.5,53,"[1, 3]"
2,0.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,family_quantile,1.0,0.0,0.0,0.0,53,"[1, 2]"
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,actual,1.0,0.5,1.0,0.5,53,[1]
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,family_zscore,1.0,0.5,1.0,0.5,53,[1]
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,family_quantile,1.0,0.5,1.0,0.5,53,[1]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,actual,1.0,0.3333333333333333,1.0,0.3333333333333333,53,[0]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,family_zscore,1.0,0.3333333333333333,1.0,0.3333333333333333,53,[0]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,family_quantile,1.0,0.3333333333333333,1.0,0.3333333333333333,53,[0]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,actual,1.0,0.5,1.0,0.5,53,[4]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,family_zscore,1.0,0.5,1.0,0.5,53,[4]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,family_quantile,1.0,0.5,1.0,0.5,53,[4]
2,0.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,actual,1.0,0.0,0.0,0.0,53,"[1, 2]"
2,0.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,family_zscore,1.0,0.0,0.0,0.0,53,"[1, 2]"
2,0.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,family_quantile,1.0,0.0,0.0,0.0,53,"[1, 2]"
2,0.0,0.0,hotpotqa,5a80d6be55429938b6142206,parent_closure,actual,1.0,0.0,0.0,0.0,53,"[0, 1]"
2,0.0,0.0,hotpotqa,5a80d6be55429938b6142206,parent_closure,family_zscore,1.0,0.0,0.0,0.0,53,"[0, 1]"
2,0.0,0.0,hotpotqa,5a80d6be55429938b6142206,parent_closure,family_quantile,1.0,0.0,0.0,0.0,53,"[0, 1]"
2,0.0,0.0,hotpotqa,5ab88c075542991b5579efbe,parent_closure,actual,1.0,0.3333333333333333,0.5,0.5,53,"[2, 3]"
2,0.0,0.0,hotpotqa,5ab88c075542991b5579efbe,parent_closure,family_zscore,1.0,0.3333333333333333,0.5,0.5,53,"[2, 3]"
2,0.0,0.0,hotpotqa,5ab88c075542991b5579efbe,parent_closure,family_quantile,1.0,0.3333333333333333,0.5,0.5,53,"[2, 3]"
3,1.0,1.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,parent_closure,actual,1.0,0.3333333333333333,0.3333333333333333,1.0,53,"[0, 7, 10]"
3,1.0,1.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,parent_closure,family_zscore,1.0,0.3333333333333333,0.3333333333333333,1.0,53,"[0, 7, 10]"
3,1.0,1.0,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,parent_closure,family_quantile,1.0,0.3333333333333333,0.3333333333333333,1.0,53,"[0, 7, 10]"
3,1.0,1.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,parent_closure,actual,1.0,0.3333333333333333,0.3333333333333333,1.0,53,"[0, 10, 12]"
3,1.0,1.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,parent_closure,family_zscore,1.0,0.3333333333333333,0.3333333333333333,1.0,53,"[0, 10, 12]"
3,1.0,1.0,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,parent_closure,family_quantile,1.0,0.3333333333333333,0.3333333333333333,1.0,53,"[0, 10, 12]"
4,0.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,parent_closure,actual,1.0,0.2,0.25,0.5,53,"[0, 10, 14, 15]"
4,0.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,parent_closure,family_zscore,1.0,0.2,0.25,0.5,53,"[0, 10, 14, 15]"
4,0.0,0.0,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,parent_closure,family_quantile,1.0,0.2,0.25,0.5,53,"[0, 10, 14, 15]"
2,1.0,1.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,parent_closure,actual,1.0,0.5,0.5,1.0,53,"[0, 2]"
2,1.0,1.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,parent_closure,family_zscore,1.0,0.5,0.5,1.0,53,"[0, 2]"
2,1.0,1.0,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,parent_closure,family_quantile,1.0,0.5,0.5,1.0,53,"[0, 2]"
5,1.0,1.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,parent_closure,actual,1.0,0.2,0.2,1.0,53,"[0, 1, 4, 7, 19]"
5,1.0,1.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,parent_closure,family_zscore,1.0,0.2,0.2,1.0,53,"[0, 1, 4, 7, 19]"
5,1.0,1.0,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,parent_closure,family_quantile,1.0,0.2,0.2,1.0,53,"[0, 1, 4, 7, 19]"
5,1.0,1.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,actual,1.0,0.2,0.2,1.0,53,"[0, 1, 3, 11, 22]"
5,1.0,1.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,family_zscore,1.0,0.2,0.2,1.0,53,"[0, 1, 3, 11, 22]"
5,1.0,1.0,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,parent_closure,family_quantile,1.0,0.2,0.2,1.0,53,"[0, 1, 3, 11, 22]"
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,actual,1.0,0.3333333333333333,0.5,0.5,71,"[1, 3]"
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,family_zscore,1.0,0.3333333333333333,0.5,0.5,71,"[1, 3]"
2,1.0,0.0,hotpotqa,5ab2b863554299295394685a,parent_closure,family_quantile,1.0,0.3333333333333333,0.5,0.5,71,"[1, 3]"
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,actual,1.0,0.0,0.0,0.0,71,[0]
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,family_zscore,1.0,0.0,0.0,0.0,71,[0]
1,0.0,0.0,hotpotqa,5a710a915542994082a3e504,parent_closure,family_quantile,1.0,0.0,0.0,0.0,71,[0]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,actual,1.0,0.3333333333333333,1.0,0.3333333333333333,71,[0]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,family_zscore,1.0,0.3333333333333333,1.0,0.3333333333333333,71,[0]
1,0.0,0.0,hotpotqa,5adc93a4554299438c868e01,parent_closure,family_quantile,1.0,0.3333333333333333,1.0,0.3333333333333333,71,[0]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,actual,1.0,0.0,0.0,0.0,71,[3]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,family_zscore,1.0,0.0,0.0,0.0,71,[3]
1,0.0,0.0,hotpotqa,5a8888e35542997e5c09a5f6,parent_closure,family_quantile,1.0,0.0,0.0,0.0,71,[3]
2,1.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,actual,1.0,0.3333333333333333,0.5,0.5,71,"[2, 4]"
2,1.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,family_zscore,1.0,0.3333333333333333,0.5,0.5,71,"[2, 4]"
2,1.0,0.0,hotpotqa,5a8c8502554299585d9e36d0,parent_closure,family_quantile,1.0,0.3333333333333333,0.5,0.5,71,"[2, 4]"
2,0.0,0.0,hotpotqa,5a80d6be55429938b6142206,parent_closure,actual,1.0,0.0,0.0,0.0,71,"[0, 5]"
