partition,dataset,example_id,seed,root_mode,root_parent,entry_facet,root_available,K_search,B_ceiling,B_label,theta_edge,theta_goal,max_hops,strategy,different_facet_goal,goal_triggered,goal_correct,false_goal,goal_precision,terminal_parent,terminal_facet,terminal_classification,terminal_text,question,path,path_depth,stop_reason,visited,visited_count,frontier_size,nodes_expanded,raw_proposals,edge_admitted_candidates,duplicate_proposals,cycles_prevented,peak_frontier,goal_tests,goal_comparisons,adjacency_lookup_comparisons,native_dot_products,oracle_parent,oracle_recall,oracle_precision,complete_oracle,later_oracle_recall,chain_complete,search_seconds,goal_test_seconds,cpu_dedup_seconds,root_routing_seconds,graph_index_build_seconds,total_routing_seconds,candidate_tensor_bytes,logical_reference_tokens,logical_parent_count,conceptual_active_parent_count,conceptual_active_parent_fraction,materialized_parent_count,materialized_native_kv_tokens,active_native_kv_fraction,native_kv_bytes,peak_active_parent_count,query_facet_count,query_support_tokens,cpu_reference_cache_bytes,adjacency_cache_bytes,goal_cache_bytes,routing_cache_bytes,h2d_transfer_bytes,h2d_transfer_seconds,prep_baseline_gpu_allocated_bytes,prep_peak_gpu_allocated_bytes,prep_peak_gpu_reserved_bytes,search_peak_gpu_allocated_bytes,search_peak_gpu_reserved_bytes,active_kv_tokens,generation_performed,tpot,theta_edge_label,theta_goal_label,condition_id,root_count_requested
test,hotpotqa,5a710a915542994082a3e504,11,oracle,[1],"{""1"": 18}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",[],,visited_budget,"[1, 0, 3, 4, 2]",5,4,2,8,4,4,1,4,4,96,8,21233664,"[1, 3]",1.0,0.4,1.0,1.0,1.0,0.010799999989103526,0.0033378999796696007,1.7400016076862812e-05,0.0021449000341817737,0.1366474999813363,0.1495924000046216,100,1152,5,5,1.0,0,0,0.0,0,5,24,24,620984671,100,480,580,7198112,0.0032479999936185777,23324160,71983616,88080384,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5a710a915542994082a3e504,23,oracle,[1],"{""1"": 5}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",[],,visited_budget,"[1, 0, 3, 4, 2]",5,4,2,8,4,4,1,4,4,96,8,21233664,"[1, 3]",1.0,0.4,1.0,1.0,1.0,0.012725799984764308,0.0046159999910742044,1.5700003132224083e-05,0.0015030000358819962,0.1366474999813363,0.1508763000019826,100,1152,5,5,1.0,0,0,0.0,0,5,24,24,620984671,100,480,580,7198112,0.0032479999936185777,23324160,71983616,88080384,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5a710a915542994082a3e504,37,oracle,[1],"{""1"": 6}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",[],,visited_budget,"[1, 0, 3, 4, 2]",5,4,2,8,4,4,1,4,4,96,8,21233664,"[1, 3]",1.0,0.4,1.0,1.0,1.0,0.014498599979560822,0.005716299929190427,1.4699995517730713e-05,0.0012722999672405422,0.1366474999813363,0.15241839992813766,100,1152,5,5,1.0,0,0,0.0,0,5,24,24,620984671,100,480,580,7198112,0.0032479999936185777,23324160,71983616,88080384,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5a710a915542994082a3e504,53,oracle,[1],"{""1"": 18}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",[],,visited_budget,"[1, 0, 3, 4, 2]",5,4,2,8,4,4,1,4,4,96,8,21233664,"[1, 3]",1.0,0.4,1.0,1.0,1.0,0.009595300012733787,0.002859800064470619,1.2499978765845299e-05,0.0011876000207848847,0.1366474999813363,0.14743040001485497,100,1152,5,5,1.0,0,0,0.0,0,5,24,24,620984671,100,480,580,7198112,0.0032479999936185777,23324160,71983616,88080384,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5a710a915542994082a3e504,71,oracle,[1],"{""1"": 13}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",[],,visited_budget,"[1, 0, 3, 4, 2]",5,4,2,8,4,4,1,4,4,96,8,21233664,"[1, 3]",1.0,0.4,1.0,1.0,1.0,0.008520400035195053,0.0030362000106833875,1.0400020983070135e-05,0.0012034999672323465,0.1366474999813363,0.1463713999837637,100,1152,5,5,1.0,0,0,0.0,0,5,24,24,620984671,100,480,580,7198112,0.0032479999936185777,23324160,71983616,88080384,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5adc93a4554299438c868e01,11,oracle,"[0, 1]","{""0"": 0, ""1"": 0}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"After whom was the area, where  The Phillips Collection is located, named ?",[],,visited_budget,"[0, 1, 3, 2, 4]",5,4,2,8,3,5,0,4,3,48,8,22924944,"[0, 1, 3]",1.0,0.6,1.0,1.0,1.0,0.008598999993409961,0.002663999970536679,9.600014891475439e-06,0.0014862000243738294,0.10418280004523695,0.11426800006302074,100,1197,5,5,1.0,0,0,0.0,0,5,16,16,620984671,100,320,420,7558640,0.005451700009871274,20978688,76706816,90177536,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5adc93a4554299438c868e01,23,oracle,"[0, 1]","{""0"": 6, ""1"": 0}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"After whom was the area, where  The Phillips Collection is located, named ?",[],,visited_budget,"[0, 1, 3, 2, 4]",5,4,2,8,3,5,0,4,3,48,8,22924944,"[0, 1, 3]",1.0,0.6,1.0,1.0,1.0,0.007507600006647408,0.0021112000104039907,8.700008038431406e-06,0.0010911999852396548,0.10418280004523695,0.11278160003712401,100,1197,5,5,1.0,0,0,0.0,0,5,16,16,620984671,100,320,420,7558640,0.005451700009871274,20978688,76706816,90177536,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5adc93a4554299438c868e01,37,oracle,"[0, 1]","{""0"": 6, ""1"": 6}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"After whom was the area, where  The Phillips Collection is located, named ?",[],,visited_budget,"[0, 1, 3, 2, 4]",5,4,2,8,3,5,0,4,3,48,8,22924944,"[0, 1, 3]",1.0,0.6,1.0,1.0,1.0,0.007971000042743981,0.0024867000174708664,1.569994492456317e-05,0.0014632000238634646,0.10418280004523695,0.11361700011184439,100,1197,5,5,1.0,0,0,0.0,0,5,16,16,620984671,100,320,420,7558640,0.005451700009871274,20978688,76706816,90177536,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5adc93a4554299438c868e01,53,oracle,"[0, 1]","{""0"": 12, ""1"": 12}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"After whom was the area, where  The Phillips Collection is located, named ?",[],,visited_budget,"[0, 1, 3, 2, 4]",5,4,2,8,3,5,0,4,3,48,8,22924944,"[0, 1, 3]",1.0,0.6,1.0,1.0,1.0,0.006051600037608296,0.0018355000065639615,7.500057108700275e-06,0.0011610999936237931,0.10418280004523695,0.11139550007646903,100,1197,5,5,1.0,0,0,0.0,0,5,16,16,620984671,100,320,420,7558640,0.005451700009871274,20978688,76706816,90177536,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5adc93a4554299438c868e01,71,oracle,"[0, 1]","{""0"": 15, ""1"": 15}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"After whom was the area, where  The Phillips Collection is located, named ?",[],,visited_budget,"[0, 1, 3, 2, 4]",5,4,2,8,3,5,0,4,3,48,8,22924944,"[0, 1, 3]",1.0,0.6,1.0,1.0,1.0,0.008478400006424636,0.0028058000025339425,1.009996049106121e-05,0.0012009999481961131,0.10418280004523695,0.1138621999998577,100,1197,5,5,1.0,0,0,0.0,0,5,16,16,620984671,100,320,420,7558640,0.005451700009871274,20978688,76706816,90177536,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,hotpotqa,5ab7f97a5542991d322237ef,11,oracle,[0],"{""0"": 7}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"What is Opry Mills in Nashville, Tennessee?",[],,visited_budget,"[0, 11, 2, 1, 13, 3]",6,4,3,12,5,4,0,4,5,50,45,259983376,"[0, 15]",0.5,0.16666666666666666,0.0,0.0,0.0,0.014278600050602108,0.004277799976989627,3.1100003980100155e-05,0.0025100999628193676,1.0482512000016868,1.0650399000151083,144,4031,16,6,0.375,0,0,0.0,0,6,10,10,620984671,1024,640,1664,24884144,0.00904380000429228,21335040,217036800,251658240,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,hotpotqa,5ab7f97a5542991d322237ef,23,oracle,[0],"{""0"": 7}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"What is Opry Mills in Nashville, Tennessee?",[],,visited_budget,"[0, 11, 2, 1, 13, 3]",6,4,3,12,5,4,0,4,5,50,45,259983376,"[0, 15]",0.5,0.16666666666666666,0.0,0.0,0.0,0.012913200014736503,0.0035485999542288482,2.3099943064153194e-05,0.001132700010202825,1.0482512000016868,1.0622971000266261,144,4031,16,6,0.375,0,0,0.0,0,6,10,10,620984671,1024,640,1664,24884144,0.00904380000429228,21335040,217036800,251658240,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,hotpotqa,5ab7f97a5542991d322237ef,37,oracle,[0],"{""0"": 7}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"What is Opry Mills in Nashville, Tennessee?",[],,visited_budget,"[0, 11, 2, 1, 13, 3]",6,4,3,12,5,4,0,4,5,50,45,259983376,"[0, 15]",0.5,0.16666666666666666,0.0,0.0,0.0,0.01229280000552535,0.0036614001146517694,2.7900037821382284e-05,0.0013084000092931092,1.0482512000016868,1.0618524000165053,144,4031,16,6,0.375,0,0,0.0,0,6,10,10,620984671,1024,640,1664,24884144,0.00904380000429228,21335040,217036800,251658240,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,hotpotqa,5ab7f97a5542991d322237ef,53,oracle,[0],"{""0"": 5}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"What is Opry Mills in Nashville, Tennessee?",[],,visited_budget,"[0, 11, 2, 1, 13, 3]",6,4,3,12,5,4,0,4,5,50,45,259983376,"[0, 15]",0.5,0.16666666666666666,0.0,0.0,0.0,0.011884199979249388,0.0036362999817356467,3.1999952625483274e-05,0.001974599959794432,1.0482512000016868,1.0621099999407306,144,4031,16,6,0.375,0,0,0.0,0,6,10,10,620984671,1024,640,1664,24884144,0.00904380000429228,21335040,217036800,251658240,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
validation,hotpotqa,5ab7f97a5542991d322237ef,71,oracle,[0],"{""0"": 7}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,"What is Opry Mills in Nashville, Tennessee?",[],,visited_budget,"[0, 11, 2, 1, 13, 3]",6,4,3,12,5,4,0,4,5,50,45,259983376,"[0, 15]",0.5,0.16666666666666666,0.0,0.0,0.0,0.012699300015810877,0.003788400092162192,3.320001997053623e-05,0.001989400014281273,1.0482512000016868,1.062939900031779,144,4031,16,6,0.375,0,0,0.0,0,6,10,10,620984671,1024,640,1664,24884144,0.00904380000429228,21335040,217036800,251658240,8527872,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5a8888e35542997e5c09a5f6,11,oracle,[2],"{""2"": 1}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,In what town is the university which the Bryant Bulldogs represent?,[],,visited_budget,"[2, 3, 0, 4, 1]",5,4,2,8,4,4,1,4,4,48,8,24364096,"[2, 4]",1.0,0.4,1.0,1.0,1.0,0.00919489999068901,0.003633999964222312,9.899958968162537e-06,0.002359099977184087,0.11004719999618828,0.12160119996406138,100,1234,5,5,1.0,0,0,0.0,0,5,12,12,620984671,100,240,340,7738904,0.0031436000135727227,38925824,76969984,85983232,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5a8888e35542997e5c09a5f6,23,oracle,[2],"{""2"": 9}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,In what town is the university which the Bryant Bulldogs represent?,[],,visited_budget,"[2, 3, 0, 4, 1]",5,4,2,8,4,4,1,4,4,48,8,24364096,"[2, 4]",1.0,0.4,1.0,1.0,1.0,0.00784949999069795,0.0028055000584572554,8.500006515532732e-06,0.0016548999701626599,0.11004719999618828,0.11955159995704889,100,1234,5,5,1.0,0,0,0.0,0,5,12,12,620984671,100,240,340,7738904,0.0031436000135727227,38925824,76969984,85983232,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5a8888e35542997e5c09a5f6,37,oracle,[2],"{""2"": 9}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,In what town is the university which the Bryant Bulldogs represent?,[],,visited_budget,"[2, 3, 0, 4, 1]",5,4,2,8,4,4,1,4,4,48,8,24364096,"[2, 4]",1.0,0.4,1.0,1.0,1.0,0.009743999980855733,0.003127099946141243,1.2200034689158201e-05,0.0013639999669976532,0.11004719999618828,0.12115519994404167,100,1234,5,5,1.0,0,0,0.0,0,5,12,12,620984671,100,240,340,7738904,0.0031436000135727227,38925824,76969984,85983232,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
test,hotpotqa,5a8888e35542997e5c09a5f6,53,oracle,[2],"{""2"": 9}",1.0,4,6,6,,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,In what town is the university which the Bryant Bulldogs represent?,[],,visited_budget,"[2, 3, 0, 4, 1]",5,4,2,8,4,4,1,4,4,48,8,24364096,"[2, 4]",1.0,0.4,1.0,1.0,1.0,0.009383400029037148,0.002876100013963878,1.209997572004795e-05,0.0012563999625854194,0.11004719999618828,0.12068699998781085,100,1234,5,5,1.0,0,0,0.0,0,5,12,12,620984671,100,240,340,7738904,0.0031436000135727227,38925824,76969984,85983232,8526848,327155712,0,False,,open,closed,K4_B6_Eopen_Gclosed_H4_best_first_selected,1
