partition,dataset,example_id,seed,root_mode,root_parent,entry_facet,K_search,B_ceiling,theta_edge,theta_goal,hop,source_parent,candidate_parent,native_edge_rank,native_edge_score,passed_edge_threshold,duplicate,cycle,admitted,goal_best_facet,goal_score,goal_triggered,goal_correct,path,path_quality,visited_count,frontier_size,oracle_recall,oracle_precision,complete_oracle,chain_complete,raw_proposals,search_comparisons,goal_comparisons,search_time,peak_gpu_memory,active_kv_tokens
validation,hotpotqa,5adc3aff5542996e685252eb,53,oracle,[2],"{""2"": 15}",4,6,,,2,3,1,4,12.660704612731934,True,True,False,False,,,False,False,"[2, 3, 1]",12.493000030517578,5,4,1.0,0.4,1.0,1.0,8,8,72,0.008576599997468293,8526848,0
validation,hotpotqa,5adc3aff5542996e685252eb,71,oracle,[2],"{""2"": 16}",4,6,,,1,2,3,1,12.493000030517578,True,False,False,True,17,0.23372024297714233,False,False,"[2, 3]",12.493000030517578,5,4,1.0,0.4,1.0,1.0,8,8,72,0.00951189995976165,8526848,0
validation,hotpotqa,5adc3aff5542996e685252eb,71,oracle,[2],"{""2"": 16}",4,6,,,1,2,0,2,12.481653213500977,True,False,False,True,17,0.3072149157524109,False,False,"[2, 0]",12.481653213500977,5,4,1.0,0.4,1.0,1.0,8,8,72,0.00951189995976165,8526848,0
validation,hotpotqa,5adc3aff5542996e685252eb,71,oracle,[2],"{""2"": 16}",4,6,,,1,2,4,3,12.467657089233398,True,False,False,True,16,0.2702329754829407,False,False,"[2, 4]",12.467657089233398,5,4,1.0,0.4,1.0,1.0,8,8,72,0.00951189995976165,8526848,0
validation,hotpotqa,5adc3aff5542996e685252eb,71,oracle,[2],"{""2"": 16}",4,6,,,1,2,1,4,12.440403938293457,True,False,False,True,16,0.07050222158432007,False,False,"[2, 1]",12.440403938293457,5,4,1.0,0.4,1.0,1.0,8,8,72,0.00951189995976165,8526848,0
validation,hotpotqa,5adc3aff5542996e685252eb,71,oracle,[2],"{""2"": 16}",4,6,,,2,3,2,1,12.736727714538574,True,True,True,False,,,False,False,"[2, 3, 2]",12.493000030517578,5,4,1.0,0.4,1.0,1.0,8,8,72,0.00951189995976165,8526848,0
validation,hotpotqa,5adc3aff5542996e685252eb,71,oracle,[2],"{""2"": 16}",4,6,,,2,3,4,2,12.714035987854004,True,True,False,False,,,False,False,"[2, 3, 4]",12.493000030517578,5,4,1.0,0.4,1.0,1.0,8,8,72,0.00951189995976165,8526848,0
validation,hotpotqa,5adc3aff5542996e685252eb,71,oracle,[2],"{""2"": 16}",4,6,,,2,3,0,3,12.70865249633789,True,True,False,False,,,False,False,"[2, 3, 0]",12.493000030517578,5,4,1.0,0.4,1.0,1.0,8,8,72,0.00951189995976165,8526848,0
validation,hotpotqa,5adc3aff5542996e685252eb,71,oracle,[2],"{""2"": 16}",4,6,,,2,3,1,4,12.660704612731934,True,True,False,False,,,False,False,"[2, 3, 1]",12.493000030517578,5,4,1.0,0.4,1.0,1.0,8,8,72,0.00951189995976165,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,11,oracle,[0],"{""0"": 3}",4,6,,,1,0,2,1,12.843223571777344,True,False,False,True,3,-0.22629690170288086,False,False,"[0, 2]",12.843223571777344,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008301699999719858,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,11,oracle,[0],"{""0"": 3}",4,6,,,1,0,4,2,12.687982559204102,True,False,False,True,3,-0.30074578523635864,False,False,"[0, 4]",12.687982559204102,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008301699999719858,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,11,oracle,[0],"{""0"": 3}",4,6,,,1,0,1,3,12.68535327911377,True,False,False,True,3,-0.2909166216850281,False,False,"[0, 1]",12.68535327911377,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008301699999719858,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,11,oracle,[0],"{""0"": 3}",4,6,,,1,0,3,4,12.66046142578125,True,False,False,True,3,-0.2856062352657318,False,False,"[0, 3]",12.66046142578125,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008301699999719858,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,11,oracle,[0],"{""0"": 3}",4,6,,,2,2,0,1,12.816634178161621,True,True,True,False,,,False,False,"[0, 2, 0]",12.816634178161621,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008301699999719858,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,11,oracle,[0],"{""0"": 3}",4,6,,,2,2,3,2,12.785633087158203,True,True,False,False,,,False,False,"[0, 2, 3]",12.785633087158203,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008301699999719858,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,11,oracle,[0],"{""0"": 3}",4,6,,,2,2,1,3,12.756592750549316,True,True,False,False,,,False,False,"[0, 2, 1]",12.756592750549316,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008301699999719858,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,11,oracle,[0],"{""0"": 3}",4,6,,,2,2,4,4,12.733152389526367,True,True,False,False,,,False,False,"[0, 2, 4]",12.733152389526367,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008301699999719858,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,23,oracle,[0],"{""0"": 3}",4,6,,,1,0,2,1,12.843223571777344,True,False,False,True,3,-0.12045665830373764,False,False,"[0, 2]",12.843223571777344,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008764099969994277,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,23,oracle,[0],"{""0"": 3}",4,6,,,1,0,4,2,12.687982559204102,True,False,False,True,3,-0.1385950744152069,False,False,"[0, 4]",12.687982559204102,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008764099969994277,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,23,oracle,[0],"{""0"": 3}",4,6,,,1,0,1,3,12.68535327911377,True,False,False,True,3,-0.1281033754348755,False,False,"[0, 1]",12.68535327911377,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008764099969994277,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,23,oracle,[0],"{""0"": 3}",4,6,,,1,0,3,4,12.66046142578125,True,False,False,True,3,-0.10699360072612762,False,False,"[0, 3]",12.66046142578125,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008764099969994277,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,23,oracle,[0],"{""0"": 3}",4,6,,,2,2,0,1,12.816634178161621,True,True,True,False,,,False,False,"[0, 2, 0]",12.816634178161621,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008764099969994277,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,23,oracle,[0],"{""0"": 3}",4,6,,,2,2,3,2,12.785633087158203,True,True,False,False,,,False,False,"[0, 2, 3]",12.785633087158203,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008764099969994277,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,23,oracle,[0],"{""0"": 3}",4,6,,,2,2,1,3,12.756592750549316,True,True,False,False,,,False,False,"[0, 2, 1]",12.756592750549316,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008764099969994277,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,23,oracle,[0],"{""0"": 3}",4,6,,,2,2,4,4,12.733152389526367,True,True,False,False,,,False,False,"[0, 2, 4]",12.733152389526367,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008764099969994277,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,37,oracle,[0],"{""0"": 12}",4,6,,,1,0,2,1,12.843223571777344,True,False,False,True,11,-0.15756481885910034,False,False,"[0, 2]",12.843223571777344,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008949999988544732,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,37,oracle,[0],"{""0"": 12}",4,6,,,1,0,4,2,12.687982559204102,True,False,False,True,12,-0.263769268989563,False,False,"[0, 4]",12.687982559204102,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008949999988544732,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,37,oracle,[0],"{""0"": 12}",4,6,,,1,0,1,3,12.68535327911377,True,False,False,True,11,-0.23180605471134186,False,False,"[0, 1]",12.68535327911377,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008949999988544732,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,37,oracle,[0],"{""0"": 12}",4,6,,,1,0,3,4,12.66046142578125,True,False,False,True,11,-0.1656016707420349,False,False,"[0, 3]",12.66046142578125,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008949999988544732,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,37,oracle,[0],"{""0"": 12}",4,6,,,2,2,0,1,12.816634178161621,True,True,True,False,,,False,False,"[0, 2, 0]",12.816634178161621,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008949999988544732,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,37,oracle,[0],"{""0"": 12}",4,6,,,2,2,3,2,12.785633087158203,True,True,False,False,,,False,False,"[0, 2, 3]",12.785633087158203,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008949999988544732,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,37,oracle,[0],"{""0"": 12}",4,6,,,2,2,1,3,12.756592750549316,True,True,False,False,,,False,False,"[0, 2, 1]",12.756592750549316,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008949999988544732,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,37,oracle,[0],"{""0"": 12}",4,6,,,2,2,4,4,12.733152389526367,True,True,False,False,,,False,False,"[0, 2, 4]",12.733152389526367,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008949999988544732,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,53,oracle,[0],"{""0"": 3}",4,6,,,1,0,2,1,12.843223571777344,True,False,False,True,3,-0.026278799399733543,False,False,"[0, 2]",12.843223571777344,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008055299986153841,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,53,oracle,[0],"{""0"": 3}",4,6,,,1,0,4,2,12.687982559204102,True,False,False,True,3,-0.08350327610969543,False,False,"[0, 4]",12.687982559204102,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008055299986153841,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,53,oracle,[0],"{""0"": 3}",4,6,,,1,0,1,3,12.68535327911377,True,False,False,True,3,-0.07159595936536789,False,False,"[0, 1]",12.68535327911377,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008055299986153841,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,53,oracle,[0],"{""0"": 3}",4,6,,,1,0,3,4,12.66046142578125,True,False,False,True,3,0.0028674304485321045,False,False,"[0, 3]",12.66046142578125,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008055299986153841,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,53,oracle,[0],"{""0"": 3}",4,6,,,2,2,0,1,12.816634178161621,True,True,True,False,,,False,False,"[0, 2, 0]",12.816634178161621,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008055299986153841,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,53,oracle,[0],"{""0"": 3}",4,6,,,2,2,3,2,12.785633087158203,True,True,False,False,,,False,False,"[0, 2, 3]",12.785633087158203,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008055299986153841,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,53,oracle,[0],"{""0"": 3}",4,6,,,2,2,1,3,12.756592750549316,True,True,False,False,,,False,False,"[0, 2, 1]",12.756592750549316,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008055299986153841,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,53,oracle,[0],"{""0"": 3}",4,6,,,2,2,4,4,12.733152389526367,True,True,False,False,,,False,False,"[0, 2, 4]",12.733152389526367,5,4,1.0,0.4,1.0,1.0,8,8,80,0.008055299986153841,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,71,oracle,[0],"{""0"": 3}",4,6,,,1,0,2,1,12.843223571777344,True,False,False,True,3,-0.10133354365825653,False,False,"[0, 2]",12.843223571777344,5,4,1.0,0.4,1.0,1.0,8,8,80,0.009546899993438274,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,71,oracle,[0],"{""0"": 3}",4,6,,,1,0,4,2,12.687982559204102,True,False,False,True,2,-0.1520833671092987,False,False,"[0, 4]",12.687982559204102,5,4,1.0,0.4,1.0,1.0,8,8,80,0.009546899993438274,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,71,oracle,[0],"{""0"": 3}",4,6,,,1,0,1,3,12.68535327911377,True,False,False,True,2,-0.13013753294944763,False,False,"[0, 1]",12.68535327911377,5,4,1.0,0.4,1.0,1.0,8,8,80,0.009546899993438274,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,71,oracle,[0],"{""0"": 3}",4,6,,,1,0,3,4,12.66046142578125,True,False,False,True,3,-0.11708502471446991,False,False,"[0, 3]",12.66046142578125,5,4,1.0,0.4,1.0,1.0,8,8,80,0.009546899993438274,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,71,oracle,[0],"{""0"": 3}",4,6,,,2,2,0,1,12.816634178161621,True,True,True,False,,,False,False,"[0, 2, 0]",12.816634178161621,5,4,1.0,0.4,1.0,1.0,8,8,80,0.009546899993438274,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,71,oracle,[0],"{""0"": 3}",4,6,,,2,2,3,2,12.785633087158203,True,True,False,False,,,False,False,"[0, 2, 3]",12.785633087158203,5,4,1.0,0.4,1.0,1.0,8,8,80,0.009546899993438274,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,71,oracle,[0],"{""0"": 3}",4,6,,,2,2,1,3,12.756592750549316,True,True,False,False,,,False,False,"[0, 2, 1]",12.756592750549316,5,4,1.0,0.4,1.0,1.0,8,8,80,0.009546899993438274,8526848,0
validation,hotpotqa,5ab56db7554299494045efc6,71,oracle,[0],"{""0"": 3}",4,6,,,2,2,4,4,12.733152389526367,True,True,False,False,,,False,False,"[0, 2, 4]",12.733152389526367,5,4,1.0,0.4,1.0,1.0,8,8,80,0.009546899993438274,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,1,3,5,1,12.829216003417969,True,False,False,True,3,-0.3184516727924347,False,False,"[3, 5]",12.829216003417969,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,1,3,4,2,12.801130294799805,True,False,False,True,3,-0.2699507176876068,False,False,"[3, 4]",12.801130294799805,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,1,3,0,3,12.757608413696289,True,False,False,True,3,-0.3735513687133789,False,False,"[3, 0]",12.757608413696289,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,1,3,2,4,12.64712905883789,True,False,False,True,3,-0.3307785391807556,False,False,"[3, 2]",12.64712905883789,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,2,5,4,1,12.899911880493164,True,True,False,False,,,False,False,"[3, 5, 4]",12.829216003417969,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,2,5,3,2,12.887128829956055,True,True,True,False,,,False,False,"[3, 5, 3]",12.829216003417969,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,2,5,0,3,12.830215454101562,True,True,False,False,,,False,False,"[3, 5, 0]",12.829216003417969,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,2,5,2,4,12.804004669189453,True,True,False,False,,,False,False,"[3, 5, 2]",12.804004669189453,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,2,4,5,1,12.973678588867188,True,True,False,False,,,False,False,"[3, 4, 5]",12.801130294799805,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,2,4,0,2,12.894346237182617,True,True,False,False,,,False,False,"[3, 4, 0]",12.801130294799805,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,2,4,3,3,12.80258846282959,True,True,True,False,,,False,False,"[3, 4, 3]",12.801130294799805,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,2,4,2,4,12.79597282409668,True,True,False,False,,,False,False,"[3, 4, 2]",12.79597282409668,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,2,0,5,1,13.08047866821289,True,True,False,False,,,False,False,"[3, 0, 5]",12.757608413696289,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
test,hotpotqa,5ab2b863554299295394685a,11,oracle,[3],"{""3"": 3}",4,6,,,2,0,4,2,13.027971267700195,True,True,False,False,,,False,False,"[3, 0, 4]",12.757608413696289,6,4,1.0,0.3333333333333333,1.0,1.0,20,25,100,0.020861900004092604,8526848,0
